Attributes	Close	Close	Volume	Volume
Symbols	BMO.TO	TRI.TO	BMO.TO	TRI.TO
Date				
2021-02-01	95.75	107.42	2563100.00	423000.00
2021-02-02	96.44	108.42	1623200.00	412600.00
2021-02-03	96.21	108.02	2029800.00	400300.00
2021-02-04	97.93	107.60	6258200.00	391900.00
2021-02-05	97.84	107.53	2588400.00	280700.00
2021-02-08	97.77	106.41	4298300.00	364100.00
2021-02-09	97.62	105.86	4120700.00	211300.00
2021-02-10	97.31	104.61	2089600.00	236200.00
2021-02-11	96.84	105.05	1423000.00	261400.00
2021-02-12	97.60	105.17	2622500.00	573800.00
2021-02-16	98.24	104.35	3732100.00	319700.00
2021-02-17	99.37	104.21	2682100.00	240800.00
2021-02-18	99.67	104.34	1876200.00	194700.00
2021-02-19	101.25	103.51	2654500.00	294300.00
2021-02-22	101.84	101.26	2075500.00	507600.00
2021-02-23	104.90	112.15	4349700.00	1697100.00
2021-02-24	107.80	111.55	4480000.00	643100.00
2021-02-25	105.89	111.78	2325500.00	485300.00
2021-02-26	103.98	110.70	2727400.00	561100.00
2021-03-01	106.10	111.36	4124600.00	535900.00
2021-03-02	107.40	112.12	3611000.00	536300.00
2021-03-03	107.32	110.67	1321200.00	411000.00
2021-03-04	106.55	109.20	3407100.00	625300.00
2021-03-05	108.11	109.32	2394600.00	619900.00
2021-03-08	108.89	108.60	2152900.00	712400.00
2021-03-09	108.39	110.37	2741800.00	675200.00
2021-03-10	110.15	109.83	1703400.00	517500.00
2021-03-11	109.73	109.30	1396200.00	501300.00
2021-03-12	110.21	109.33	1264800.00	393300.00
2021-03-15	109.72	109.32	1757400.00	421000.00
2021-03-16	109.60	109.93	1212900.00	346200.00
2021-03-17	110.66	109.02	3206300.00	455300.00
2021-03-18	111.83	110.19	2212300.00	391100.00
2021-03-19	111.58	109.31	6958700.00	1417500.00
2021-03-22	110.76	110.20	1214600.00	334700.00
2021-03-23	109.65	111.61	1424600.00	327500.00
2021-03-24	110.56	110.15	1301300.00	403700.00
2021-03-25	112.23	111.01	2138500.00	345500.00
2021-03-26	112.96	111.26	1503400.00	365100.00
2021-03-29	112.52	111.47	4033500.00	564200.00
2021-03-30	113.17	110.67	979400.00	448500.00
2021-03-31	112.02	110.09	1695000.00	537300.00
2021-04-01	113.00	112.45	1492100.00	334000.00
2021-04-05	113.62	113.11	4546500.00	207700.00
2021-04-06	113.09	113.54	1332900.00	225700.00
2021-04-07	113.83	113.43	3232800.00	222500.00
2021-04-08	114.35	113.85	3919700.00	258600.00
2021-04-09	114.89	114.05	2728500.00	199000.00
2021-04-12	115.72	114.16	2572500.00	321000.00
2021-04-13	113.86	114.95	5113000.00	315100.00
2021-04-14	114.28	114.05	4557900.00	300500.00
2021-04-15	114.56	115.16	1600000.00	257600.00
2021-04-16	114.82	115.81	1817300.00	224300.00
2021-04-19	114.07	115.25	1604900.00	135500.00
2021-04-20	112.67	115.87	1843600.00	229200.00
2021-04-21	113.79	115.45	1622300.00	205200.00
2021-04-22	113.93	114.85	1860400.00	180500.00
2021-04-23	116.01	114.69	2584200.00	253300.00
2021-04-26	116.71	114.02	4386900.00	210200.00
2021-04-27	116.80	114.99	3003600.00	317800.00
2021-04-28	117.10	113.68	5604800.00	177100.00
2021-04-29	117.25	114.23	4008100.00	205600.00
2021-04-30	116.01	113.99	2446400.00	406600.00
2021-05-03	115.81	114.66	5043200.00	279200.00
2021-05-04	115.51	119.08	3872100.00	601300.00
2021-05-05	116.24	117.65	3793200.00	591200.00
2021-05-06	117.30	116.51	3811800.00	244800.00
2021-05-07	117.84	118.04	1629500.00	207800.00
2021-05-10	117.81	116.51	3446400.00	277900.00
2021-05-11	117.14	116.36	4270600.00	460900.00
2021-05-12	116.49	113.78	1756200.00	409400.00
2021-05-13	119.42	114.50	3845300.00	298000.00
2021-05-14	120.65	114.84	1394300.00	314300.00
2021-05-17	121.52	114.44	1497200.00	188400.00
2021-05-18	122.36	113.88	1487000.00	249600.00
2021-05-19	122.00	113.37	1886100.00	396700.00
2021-05-20	123.14	114.49	1746100.00	206000.00
2021-05-21	123.92	114.52	1749000.00	361500.00
2021-05-25	123.60	116.68	3071100.00	445000.00
2021-05-26	125.41	117.53	2446000.00	509300.00
2021-05-27	126.18	117.72	2680500.00	1327500.00
2021-05-28	126.83	118.32	1610100.00	277800.00
2021-05-31	126.19	116.78	1283200.00	127800.00
2021-06-01	127.98	118.32	3981900.00	297500.00
2021-06-02	127.42	119.01	1279800.00	353000.00
2021-06-03	128.57	118.66	1243500.00	302200.00
2021-06-04	128.00	118.95	1096800.00	185300.00
2021-06-07	128.55	117.44	1078800.00	285000.00
2021-06-08	128.17	118.81	3162400.00	272900.00
2021-06-09	127.15	117.99	1404800.00	421100.00
2021-06-10	126.95	118.38	1092000.00	148400.00
2021-06-11	126.92	118.99	931200.00	178700.00
2021-06-14	126.50	119.53	963200.00	215900.00
2021-06-15	127.51	120.56	1127500.00	353000.00
2021-06-16	129.31	120.05	2170800.00	217200.00
2021-06-17	127.83	121.34	2275700.00	278500.00
2021-06-18	126.93	120.63	5230500.00	909800.00
2021-06-21	128.05	121.68	1095400.00	273700.00
2021-06-22	128.12	121.16	969800.00	386500.00
2021-06-23	127.90	120.38	925700.00	189400.00
2021-06-24	127.76	120.38	1218800.00	181500.00
2021-06-25	128.65	120.86	1200000.00	119300.00
2021-06-28	127.08	121.20	1166600.00	202000.00
2021-06-29	126.60	122.43	966800.00	223600.00
2021-06-30	127.06	123.13	1064900.00	351800.00
2021-07-02	127.09	123.27	1158000.00	182300.00
2021-07-05	127.32	123.12	914400.00	47300.00
2021-07-06	126.68	124.20	1164500.00	317300.00
2021-07-07	126.84	126.00	1188500.00	293900.00
2021-07-08	124.98	125.51	1528500.00	253900.00
2021-07-09	126.12	126.31	2860200.00	272600.00
2021-07-12	127.00	126.22	2625400.00	231000.00
2021-07-13	126.77	126.57	4051700.00	214700.00
2021-07-14	126.42	126.69	1617500.00	246300.00
2021-07-15	126.34	127.31	3155500.00	193300.00
2021-07-16	125.11	129.04	1585900.00	307600.00
2021-07-19	122.37	128.31	1948200.00	353600.00
2021-07-20	123.14	130.05	1060000.00	282300.00
2021-07-21	124.12	130.18	1153100.00	287900.00
2021-07-22	123.59	130.24	1216700.00	169100.00
2021-07-23	124.47	131.36	4135100.00	278100.00
2021-07-26	125.33	130.35	5936100.00	229800.00
2021-07-27	125.40	131.52	5830300.00	208700.00
2021-07-28	125.51	130.76	1902700.00	171300.00
2021-07-29	126.14	131.44	2054900.00	219800.00
2021-07-30	123.53	132.20	5291800.00	256100.00
2021-08-03	124.26	131.99	7239600.00	245100.00
2021-08-04	123.99	132.74	2373200.00	222000.00
2021-08-05	125.47	140.11	2289000.00	753600.00
2021-08-06	126.45	140.72	1806600.00	475700.00
2021-08-09	126.54	139.63	1562900.00	322600.00
2021-08-10	127.92	141.61	2470700.00	389400.00
2021-08-11	129.05	142.72	3428300.00	403400.00
2021-08-12	129.13	142.71	1336200.00	227600.00
2021-08-13	128.73	143.48	1562800.00	170200.00
2021-08-16	127.99	145.44	1441700.00	287900.00
2021-08-17	127.50	145.75	1303200.00	678300.00
2021-08-18	128.15	142.90	3375600.00	343300.00
2021-08-19	126.79	144.69	1456600.00	315700.00
2021-08-20	127.91	146.31	1094700.00	243500.00
2021-08-23	128.72	145.17	2173600.00	310000.00
2021-08-24	130.87	143.70	1781100.00	236200.00
2021-08-25	130.72	144.18	2881000.00	311400.00
2021-08-26	127.67	144.97	2105100.00	250900.00
2021-08-27	126.94	145.51	2341300.00	262600.00
2021-08-30	125.91	146.45	1547600.00	194300.00
2021-08-31	125.56	147.42	1875100.00	475900.00
2021-09-01	127.01	150.30	1366500.00	449700.00
2021-09-02	127.81	149.89	989100.00	462800.00
2021-09-03	127.73	148.81	1100600.00	390600.00
2021-09-07	128.50	148.99	1121800.00	349200.00
2021-09-08	128.44	151.17	807100.00	339500.00
2021-09-09	128.27	149.93	1330800.00	378600.00
2021-09-10	127.86	150.37	1494500.00	365000.00
2021-09-13	128.79	150.74	1292300.00	298700.00
2021-09-14	127.48	150.35	1320300.00	230800.00
2021-09-15	128.38	150.24	1332800.00	276800.00
2021-09-16	128.80	149.70	1118100.00	211700.00
2021-09-17	127.85	149.32	3870500.00	1158000.00
2021-09-20	125.11	148.16	1631900.00	467400.00
2021-09-21	125.30	149.01	1499200.00	279200.00
2021-09-22	126.55	148.58	958200.00	233400.00
2021-09-23	128.37	143.89	1141600.00	625000.00
2021-09-24	128.46	145.61	799400.00	304900.00
2021-09-27	129.43	143.01	1133500.00	495600.00
2021-09-28	128.09	141.43	1109700.00	351100.00
2021-09-29	128.35	141.55	1161700.00	277100.00
2021-09-30	126.45	140.05	1566500.00	304800.00
2021-10-01	127.31	139.27	1163700.00	406000.00
2021-10-04	127.20	137.70	1606300.00	434900.00
2021-10-05	129.00	138.91	1461700.00	275500.00
2021-10-06	128.47	140.70	1144900.00	583000.00
2021-10-07	129.94	142.49	1155000.00	395500.00
2021-10-08	130.70	141.94	1024900.00	371700.00
2021-10-12	129.65	143.59	1910600.00	523200.00
2021-10-13	129.51	144.00	1733000.00	237000.00
2021-10-14	130.70	144.83	1102900.00	225900.00
2021-10-15	132.68	144.13	2268100.00	270700.00
2021-10-18	132.64	145.37	1678300.00	314300.00
2021-10-19	133.37	145.60	1596200.00	197200.00
2021-10-20	134.71	145.48	3778600.00	200100.00
2021-10-21	134.93	146.74	4126100.00	230500.00
2021-10-22	135.47	147.07	4522000.00	341000.00
2021-10-25	137.26	147.39	5827500.00	338200.00
2021-10-26	137.89	146.79	5789800.00	297200.00
2021-10-27	137.16	146.13	2686000.00	289900.00
2021-10-28	138.57	146.84	3050200.00	273200.00
2021-10-29	134.37	148.87	5808500.00	645500.00
2021-11-01	135.55	146.79	2410700.00	603100.00
2021-11-02	136.62	146.33	2823300.00	478900.00
2021-11-03	137.03	143.06	1439100.00	565900.00
2021-11-04	137.34	148.17	3298900.00	628900.00
2021-11-05	137.69	146.92	2343500.00	367000.00
2021-11-08	139.03	149.67	2021900.00	519900.00
2021-11-09	139.40	150.04	1939300.00	276800.00
2021-11-10	138.99	150.40	2451700.00	229300.00
2021-11-11	140.08	150.23	713700.00	140200.00
2021-11-12	140.27	150.38	984500.00	192500.00
2021-11-15	140.25	150.53	2340500.00	230700.00
2021-11-16	139.78	152.14	1725500.00	354100.00
2021-11-17	139.18	151.93	1333700.00	283700.00
2021-11-18	138.85	153.93	1036200.00	347000.00
2021-11-19	137.89	156.01	1325400.00	376900.00
2021-11-22	138.61	153.98	2037800.00	297800.00
2021-11-23	139.85	153.88	1157400.00	230200.00
2021-11-24	140.22	154.25	1448400.00	304900.00
2021-11-25	140.87	154.59	645400.00	108500.00
2021-11-26	137.93	154.29	1746800.00	300000.00
2021-11-29	137.01	156.00	1244300.00	387300.00
2021-11-30	133.04	152.85	4306100.00	1116600.00
2021-12-01	132.71	152.39	2021100.00	386400.00
2021-12-02	134.81	154.61	1704000.00	286400.00
2021-12-03	137.98	152.65	2735600.00	316500.00
2021-12-06	137.89	151.95	1860400.00	318900.00
2021-12-07	138.25	153.47	1095500.00	298800.00
2021-12-08	137.98	154.33	1045300.00	389500.00
2021-12-09	137.83	153.15	744400.00	245800.00
2021-12-10	138.73	153.55	972400.00	169400.00
2021-12-13	138.42	153.57	1871200.00	461600.00
2021-12-14	138.62	151.45	915300.00	366300.00
2021-12-15	140.05	151.21	1725700.00	507600.00
2021-12-16	136.70	149.49	2989500.00	398900.00
2021-12-17	134.11	148.09	3789600.00	1446500.00
2021-12-20	131.54	148.36	2430000.00	437700.00
2021-12-21	133.14	148.96	1553600.00	261700.00
2021-12-22	135.35	149.72	1359600.00	187800.00
2021-12-23	135.58	149.71	1278200.00	444400.00
2021-12-24	135.87	149.83	215700.00	46600.00
2021-12-29	136.94	151.85	1698300.00	395600.00
2021-12-30	136.59	151.28	652000.00	140500.00
2021-12-31	136.19	151.27	725900.00	140800.00
2022-01-04	141.07	147.50	3581000.00	379700.00
2022-01-05	139.97	143.75	2048200.00	427600.00
2022-01-06	141.83	143.85	1572800.00	322000.00
2022-01-07	143.11	142.57	1747200.00	373700.00
2022-01-10	143.05	140.75	3584400.00	676000.00
2022-01-11	144.97	141.17	2542000.00	370700.00
2022-01-12	146.13	140.79	1724400.00	334500.00
2022-01-13	147.57	138.73	1162000.00	355300.00
2022-01-14	148.16	137.66	1579700.00	334700.00
2022-01-17	149.85	137.45	4776600.00	124800.00
2022-01-18	148.60	134.63	2781200.00	615400.00
2022-01-19	146.61	134.29	1988500.00	375300.00
2022-01-20	145.82	133.66	1298100.00	501600.00
2022-01-21	143.75	133.29	6309100.00	567400.00
2022-01-24	142.10	134.40	3791300.00	487700.00
2022-01-25	144.37	132.42	5194400.00	412400.00
2022-01-26	146.26	132.68	3418400.00	410600.00
2022-01-27	144.85	131.67	4845000.00	420600.00
2022-01-28	144.31	133.88	4421500.00	337300.00
2022-01-31	143.88	136.46	4842900.00	434200.00
2022-02-01	145.58	136.36	3174400.00	367000.00
2022-02-02	148.34	137.16	3665000.00	376400.00
2022-02-03	147.81	134.87	6817700.00	288500.00
2022-02-04	148.36	134.53	3894400.00	348100.00
2022-02-07	148.26	133.14	1528400.00	362800.00
2022-02-08	150.39	131.07	2436500.00	1027700.00
2022-02-09	150.78	133.29	1689800.00	506200.00
2022-02-10	151.61	132.68	2258000.00	561200.00
2022-02-11	150.74	131.18	2165300.00	256500.00
2022-02-14	148.73	129.58	3070100.00	388900.00
2022-02-15	149.51	130.42	2067900.00	393300.00
2022-02-16	149.38	130.06	1843000.00	398800.00
2022-02-17	146.95	127.96	2090700.00	435100.00
2022-02-18	146.48	127.80	1610800.00	419800.00
2022-02-22	146.38	126.75	2410700.00	666500.00
2022-02-23	144.27	125.39	1396300.00	404400.00
2022-02-24	142.40	128.56	3233800.00	822800.00
2022-02-25	145.27	128.44	1866000.00	288000.00
2022-02-28	144.73	128.16	2571000.00	716100.00
2022-03-01	144.67	129.94	2483500.00	389300.00
2022-03-02	147.64	131.19	1767100.00	391300.00
2022-03-03	147.78	132.14	1767100.00	331800.00
