Close,Close,Close,Volume,Volume,Volume
CIX.TO,L.TO,SHOP.TO,CIX.TO,L.TO,SHOP.TO
17.1299991607666,61.04999923706055,187.11000061035156,379300,626700,301600
17.299999237060547,60.66999816894531,174.91000366210938,575100,617800,315700
17.34000015258789,60.79999923706055,184.97999572753906,526900,444100,268400
17.479999542236328,61.369998931884766,191.91000366210938,382500,724700,280400
17.6299991607666,61.849998474121094,193.2100067138672,384800,601100,276400
18.209999084472656,62.47999954223633,196.36000061035156,598400,643000,259800
17.729999542236328,62.88999938964844,195.9600067138672,638500,596800,167900
17.6299991607666,63.86000061035156,198.1300048828125,547600,668100,153100
17.639999389648438,64.06999969482422,197.6999969482422,295700,739000,229600
17.600000381469727,64.62000274658203,204.72000122070312,338600,567600,264600
17.739999771118164,64.18000030517578,209.11000061035156,683800,860800,275700
17.950000762939453,64.30000305175781,209.67999267578125,269500,738200,219000
18.15999984741211,63.630001068115234,210.5500030517578,1062400,1073500,227900
17.8700008392334,63.70000076293945,210.19000244140625,196500,381400,75000
17.780000686645508,63.93000030517578,208.8699951171875,467600,593200,201600
17.90999984741211,63.439998626708984,209.19000244140625,509400,799400,181400
18.489999771118164,63.27000045776367,211.5,488500,815500,156800
18.0,63.20000076293945,215.4600067138672,579800,547300,239200
17.93000030517578,63.560001373291016,211.30999755859375,500300,383600,179900
18.079999923706055,63.40999984741211,208.61000061035156,705800,445000,224600
17.6200008392334,63.099998474121094,213.6199951171875,937100,579700,158800
17.690000534057617,63.630001068115234,221.17999267578125,1095900,371800,348100
17.770000457763672,63.959999084472656,223.25,290600,261100,159100
17.709999084472656,64.5199966430664,227.61000061035156,445000,331100,162600
18.030000686645508,66.05000305175781,227.9499969482422,418200,471800,168000
18.299999237060547,66.56999969482422,229.1199951171875,348900,394600,182600
18.5,66.54000091552734,228.72000122070312,553900,382200,207100
17.6200008392334,66.62999725341797,233.3000030517578,1146300,248300,248000
18.1200008392334,66.36000061035156,229.8300018310547,587900,398600,331600
18.809999465942383,66.95999908447266,232.3699951171875,683200,456700,445500
19.200000762939453,66.5199966430664,227.52999877929688,487500,296700,268900
18.719999313354492,66.8499984741211,234.38999938964844,483100,614900,256700
19.329999923706055,66.72000122070312,236.0500030517578,471800,472100,223100
19.18000030517578,66.69000244140625,239.75,592300,349800,326200
18.809999465942383,66.54000091552734,236.35000610351562,630700,469000,233200
19.030000686645508,65.5,236.16000366210938,886000,1305100,214300
18.979999542236328,64.08999633789062,241.47000122070312,372800,995000,183000
18.790000915527344,64.94999694824219,247.72999572753906,697600,712700,233600
18.65999984741211,65.41000366210938,244.13999938964844,613700,625300,227200
18.690000534057617,65.63999938964844,248.8699951171875,561100,501100,188100
18.600000381469727,65.54000091552734,249.27999877929688,1896600,713500,295400
18.829999923706055,64.88999938964844,254.7100067138672,507400,482400,237600
18.84000015258789,65.31999969482422,248.2100067138672,668300,435400,326000
18.610000610351562,64.7699966430664,250.9199981689453,494900,490500,210800
18.459999084472656,64.97000122070312,251.9499969482422,399700,468500,244400
18.170000076293945,65.20999908447266,251.92999267578125,497700,626600,203600
18.049999237060547,64.77999877929688,254.36000061035156,505700,484800,327900
18.389999389648438,64.95999908447266,268.4599914550781,723500,741700,590500
18.149999618530273,65.0,270.5199890136719,782100,576000,447800
18.170000076293945,64.9000015258789,273.3800048828125,1671000,710300,452300
17.979999542236328,65.01000213623047,277.2900085449219,684900,778500,468200
18.020000457763672,65.66000366210938,273.4200134277344,5348600,1613000,5829400
18.389999389648438,65.47000122070312,274.9200134277344,760700,465200,422200
18.600000381469727,65.12999725341797,268.7699890136719,652400,573900,539700
18.1200008392334,64.69000244140625,267.4800109863281,625300,374800,362300
18.15999984741211,65.7300033569336,274.0,654300,424900,316500
17.940000534057617,65.62999725341797,267.0199890136719,773300,655300,462100
17.93000030517578,65.86000061035156,269.8999938964844,835600,429600,329600
18.389999389648438,65.54000091552734,273.5299987792969,991100,523900,397200
18.360000610351562,66.02999877929688,268.3699951171875,1058100,586600,348100
18.149999618530273,66.45999908447266,273.5400085449219,337300,428300,289400
18.239999771118164,65.91999816894531,275.8599853515625,1318400,453100,216600
18.360000610351562,65.95999908447266,274.3800048828125,459400,420900,249800
18.399999618530273,66.56999969482422,268.8399963378906,570300,375100,404800
18.649999618530273,66.9800033569336,273.70001220703125,988400,619400,342600
18.8799991607666,66.87000274658203,260.25,760300,389500,580000
18.790000915527344,66.5999984741211,263.55999755859375,369100,356500,239200
18.579999923706055,66.4800033569336,266.4200134277344,631700,367300,264600
18.690000534057617,66.5,271.82000732421875,455500,325400,380400
18.559999465942383,66.66999816894531,275.1499938964844,370900,439700,239600
18.649999618530273,66.54000091552734,282.1700134277344,399000,429200,263700
18.68000030517578,66.4000015258789,286.4700012207031,256500,520700,394600
18.75,66.33999633789062,291.6700134277344,331600,388500,248600
18.739999771118164,66.18000030517578,287.4800109863281,2046300,401300,272600
18.860000610351562,65.8499984741211,289.5299987792969,378300,350200,193600
18.899999618530273,66.36000061035156,295.45001220703125,378600,524800,244000
18.600000381469727,66.31999969482422,299.489990234375,264900,153100,203600
18.84000015258789,66.05999755859375,299.7900085449219,412000,489000,280900
19.65999984741211,64.87999725341797,296.3299865722656,1075600,653300,240200
19.219999313354492,65.36000061035156,295.3699951171875,985200,293400,177300
19.350000381469727,65.12000274658203,299.1000061035156,422500,361900,273000
19.309999465942383,65.30999755859375,303.0400085449219,290400,284100,224900
19.270000457763672,65.62999725341797,325.75,497500,441600,554200
19.290000915527344,64.33999633789062,331.0,332300,603000,464900
19.520000457763672,65.25,343.8500061035156,415800,490200,675800
19.309999465942383,65.2300033569336,354.8599853515625,405700,348600,308600
19.350000381469727,66.02999877929688,357.1400146484375,1193000,596300,375500
19.219999313354492,67.43000030517578,348.07000732421875,533400,923600,341700
19.25,67.55000305175781,352.6700134277344,400800,1056900,260600
20.1200008392334,68.37000274658203,350.20001220703125,728800,873300,254300
20.739999771118164,67.97000122070312,347.2699890136719,701300,746800,419400
20.3700008392334,67.79000091552734,337.7799987792969,811200,535600,387100
20.75,69.11000061035156,340.8699951171875,1143800,702900,370400
20.75,69.05999755859375,355.010009765625,503400,552900,248700
20.469999313354492,70.20999908447266,374.489990234375,353500,712000,483700
20.25,69.97000122070312,368.04998779296875,366700,612100,301800
20.8700008392334,69.79000091552734,365.94000244140625,877100,730200,273000
20.219999313354492,69.91000366210938,373.5400085449219,683100,684900,285500
20.299999237060547,70.0,365.8699951171875,481600,920700,263500
20.6200008392334,69.95999908447266,370.7300109863281,602000,468500,220900
20.670000076293945,70.37999725341797,376.2300109863281,205300,529800,99600
20.520000457763672,70.79000091552734,381.4200134277344,1072100,1146000,716700
20.440000534057617,69.58000183105469,367.8500061035156,412300,675300,290900
20.600000381469727,69.33999633789062,374.05999755859375,492800,467500,181600
20.290000915527344,69.36000061035156,371.8399963378906,493500,645500,201500
20.3700008392334,69.43000030517578,355.8399963378906,341700,479300,435100
20.440000534057617,69.83999633789062,367.95001220703125,651500,582200,453800
20.65999984741211,70.70999908447266,392.239990234375,831800,467800,465200
21.110000610351562,70.6500015258789,397.4599914550781,880600,380500,335300
20.959999084472656,70.75,405.69000244140625,642200,320400,386700
21.229999542236328,70.2699966430664,407.3500061035156,379800,902500,323000
20.979999542236328,69.94999694824219,407.489990234375,775800,495700,295000
20.8799991607666,70.30000305175781,413.8999938964844,389600,559800,250700
20.920000076293945,69.4800033569336,409.69000244140625,277900,593100,249800
21.049999237060547,69.41999816894531,409.1499938964844,472300,393500,228900
21.399999618530273,70.04000091552734,410.5299987792969,527800,627500,206000
21.43000030517578,70.12000274658203,407.19000244140625,661700,439400,220100
21.399999618530273,70.29000091552734,434.95001220703125,389200,349800,456000
21.440000534057617,69.58999633789062,433.0199890136719,603200,323000,401800
21.280000686645508,67.33999633789062,431.5,796700,1818400,719400
21.25,67.19999694824219,410.70001220703125,590300,653400,319400
21.149999618530273,67.0,373.7900085449219,683500,376800,456400
21.200000762939453,66.61000061035156,379.45001220703125,784000,386000,322200
20.989999771118164,67.04000091552734,394.6600036621094,538300,383700,282700
21.34000015258789,67.05000305175781,393.5799865722656,638900,468600,261300
21.889999389648438,66.7300033569336,409.20001220703125,828200,496400,222500
21.84000015258789,67.23999786376953,410.3500061035156,505000,369200,191000
21.799999237060547,67.1500015258789,414.0400085449219,220100,102900,52500
21.81999969482422,67.02999877929688,410.5899963378906,182400,316600,274100
21.739999771118164,66.76000213623047,421.4700012207031,348300,351600,324700
21.670000076293945,67.05000305175781,422.739990234375,395000,417500,291700
21.56999969482422,67.30999755859375,417.239990234375,429700,399200,220800
21.3700008392334,67.58999633789062,411.2099914550781,528800,372000,171200
21.5,67.08000183105469,404.05999755859375,223100,356200,236800
21.6200008392334,67.1500015258789,422.79998779296875,386500,237400,219200
21.579999923706055,66.86000061035156,415.6000061035156,443000,510100,193600
21.5,66.91000366210938,424.6499938964844,275400,255800,324600
21.290000915527344,66.91000366210938,431.42999267578125,565800,319600,244000
21.270000457763672,66.86000061035156,431.04998779296875,443500,341100,212100
21.110000610351562,67.19000244140625,439.4599914550781,450900,177700,185800
21.239999771118164,67.86000061035156,434.0,299100,271000,232000
21.190000534057617,66.41000366210938,433.3399963378906,453300,1004400,194800
20.75,66.80000305175781,438.7900085449219,670800,429800,234300
20.8700008392334,68.02999877929688,442.989990234375,356100,292400,195900
20.690000534057617,68.83999633789062,420.4700012207031,515000,591700,427500
20.600000381469727,68.30999755859375,413.8299865722656,478000,473700,223700
20.459999084472656,68.4800033569336,419.4100036621094,740800,578900,303800
20.31999969482422,68.94999694824219,451.5799865722656,439900,748700,613000
20.170000076293945,68.80999755859375,438.95001220703125,269100,413200,411900
20.09000015258789,68.88999938964844,441.8800048828125,467400,721000,367900
20.079999923706055,69.31999969482422,453.6499938964844,395400,712300,348100
18.31999969482422,69.76000213623047,473.1000061035156,1316500,474400,337200
18.200000762939453,70.51000213623047,488.3599853515625,898600,651200,444000
18.1200008392334,70.69999694824219,485.67999267578125,482100,535700,323000
18.399999618530273,71.23999786376953,488.489990234375,775600,637900,328500
18.280000686645508,70.51000213623047,470.07000732421875,696200,588100,405300
18.3799991607666,70.98999786376953,467.5199890136719,514900,482200,311700
18.850000381469727,71.9800033569336,476.5400085449219,720700,398200,246700
19.049999237060547,72.29000091552734,481.6199951171875,412800,404700,186700
18.969999313354492,72.25,499.1499938964844,431800,470900,290400
19.100000381469727,72.19999694824219,519.0700073242188,424500,402400,305600
19.100000381469727,71.81999969482422,517.0499877929688,323800,399800,308100
18.81999969482422,71.0,508.4100036621094,329200,365700,450800
18.950000762939453,71.22000122070312,524.3400268554688,408000,312700,296600
19.3799991607666,71.61000061035156,541.489990234375,1207500,571000,486900
19.049999237060547,71.81999969482422,525.6300048828125,494200,478000,365700
19.06999969482422,72.66999816894531,522.0599975585938,597100,370600,309400
19.079999923706055,72.87000274658203,512.8200073242188,593900,425800,493800
18.889999389648438,73.1500015258789,512.5800170898438,709000,470800,305400
18.709999084472656,73.7699966430664,511.3299865722656,771600,845400,275800
