Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,88.58000183105469,89.55999755859375,87.91000366210938,89.55999755859375,78.0317611694336,1702600
2019-01-03,89.37999725341797,89.43000030517578,88.27999877929688,88.73999786376953,77.31732940673828,1103200
2019-01-04,89.68000030517578,90.29000091552734,89.12999725341797,90.1500015258789,78.54582977294922,1239200
2019-01-07,90.41000366210938,90.41000366210938,88.91999816894531,89.93000030517578,78.35413360595703,2532100
2019-01-08,90.5,90.75,89.52999877929688,90.7300033569336,79.05115509033203,1905900
2019-01-09,91.08999633789062,92.31999969482422,90.83999633789062,91.88999938964844,80.06185150146484,2723400
2019-01-10,91.87000274658203,92.56999969482422,91.19000244140625,92.47000122070312,80.56719970703125,1439700
2019-01-11,92.47000122070312,92.94000244140625,92.12000274658203,92.76000213623047,80.81986236572266,1190500
2019-01-14,92.69999694824219,93.27999877929688,92.33000183105469,92.81999969482422,80.87213134765625,2076100
2019-01-15,92.79000091552734,93.8499984741211,92.37000274658203,93.62000274658203,81.56916809082031,1333800
2019-01-16,94.08999633789062,94.94999694824219,93.86000061035156,94.88999938964844,82.6756820678711,1582000
2019-01-17,94.75,95.98999786376953,94.75,95.69999694824219,83.38140869140625,1186200
2019-01-18,96.5,96.97000122070312,96.33000183105469,96.7300033569336,84.27883911132812,2544900
2019-01-21,96.93000030517578,96.93000030517578,96.06999969482422,96.76000213623047,84.30496978759766,594400
2019-01-22,96.36000061035156,96.69999694824219,95.8499984741211,96.69999694824219,84.25269317626953,1419200
2019-01-23,96.87000274658203,97.44999694824219,96.25,96.61000061035156,84.17427825927734,1714600
2019-01-24,96.11000061035156,96.9800033569336,96.11000061035156,96.80000305175781,84.33982849121094,1444700
2019-01-25,97.08999633789062,97.38999938964844,96.56999969482422,97.23999786376953,84.72317504882812,1310300
2019-01-28,96.91999816894531,96.93000030517578,96.18000030517578,96.68000030517578,84.23527526855469,3677000
2019-01-29,96.75,97.25,96.61000061035156,97.05000305175781,84.55764770507812,1778000
2019-01-30,97.25,97.7300033569336,97.0999984741211,97.7300033569336,85.1501235961914,2195100
2019-01-31,96.25,96.63999938964844,95.75,96.18000030517578,84.66595458984375,2177800
2019-02-01,95.87999725341797,96.44000244140625,95.83999633789062,95.94000244140625,84.4546890258789,1137800
2019-02-04,96.16999816894531,96.8499984741211,96.05000305175781,96.72000122070312,85.14132690429688,2263800
2019-02-05,96.7300033569336,97.25,96.61000061035156,97.25,85.60787200927734,1021500
2019-02-06,97.0,97.88999938964844,97.0,97.19999694824219,85.56382751464844,1251000
2019-02-07,97.30000305175781,97.48999786376953,96.5,97.13999938964844,85.51102447509766,2024900
2019-02-08,96.94999694824219,97.1500015258789,96.1500015258789,96.94999694824219,85.34378051757812,1021100
2019-02-11,97.19999694824219,97.37000274658203,96.7300033569336,96.9800033569336,85.37018585205078,1078500
2019-02-12,97.16999816894531,98.06999969482422,97.1500015258789,97.81999969482422,86.10962677001953,3162300
2019-02-13,98.22000122070312,98.44999694824219,97.63999938964844,97.87000274658203,86.15364837646484,1106800
2019-02-14,97.69999694824219,97.88999938964844,97.26000213623047,97.3499984741211,85.69589233398438,1859700
2019-02-15,97.56999969482422,98.55000305175781,97.56999969482422,98.12999725341797,86.38252258300781,1567000
2019-02-19,98.16999816894531,98.44000244140625,97.9000015258789,98.16000366210938,86.40892791748047,2015800
2019-02-20,98.1500015258789,99.36000061035156,98.1500015258789,99.05000305175781,87.19237518310547,1572300
2019-02-21,99.12999725341797,99.30000305175781,98.45999908447266,98.47000122070312,86.68181610107422,2140200
2019-02-22,98.7699966430664,99.16000366210938,98.4000015258789,98.7300033569336,86.91069030761719,1274400
2019-02-25,99.0,99.54000091552734,98.83999633789062,99.18000030517578,87.30681610107422,1191300
2019-02-26,99.5,101.66000366210938,99.38999938964844,101.66000366210938,89.48994445800781,2937200
2019-02-27,101.47000122070312,103.0,101.44000244140625,102.94000244140625,90.6166763305664,1715200
2019-02-28,102.58999633789062,103.2699966430664,102.19999694824219,102.62000274658203,90.33500671386719,1589400
2019-03-01,103.06999969482422,103.38999938964844,102.7699966430664,103.1500015258789,90.80155944824219,2056500
2019-03-04,103.20999908447266,103.77999877929688,102.9000015258789,103.29000091552734,90.9247817993164,1686500
2019-03-05,103.30000305175781,103.80000305175781,103.02999877929688,103.63999938964844,91.23290252685547,1499000
2019-03-06,103.95999908447266,104.5999984741211,103.70999908447266,103.91000366210938,91.47057342529297,1975400
2019-03-07,103.8499984741211,104.13999938964844,103.16000366210938,103.58000183105469,91.18008422851562,1546500
2019-03-08,102.7699966430664,103.02999877929688,102.41000366210938,102.83000183105469,90.51986694335938,1792000
2019-03-11,102.83999633789062,103.12999725341797,102.5199966430664,102.8499984741211,90.5374526977539,1590200
2019-03-12,102.9800033569336,103.11000061035156,101.66999816894531,101.94999694824219,89.74520874023438,1854600
