Date,Open,High,Low,Close,Adj Close,Volume,SMA5,SMM5,SMA20,SMM20,SMA50,SMM50,mfi5,mfi20,mfi50,mom5,mom20,mom50,rsi5,rsi20,rsi50,chaikin5,chaikin20,chaikin50,obv,adl,adx5,adx20,adx50,stoch,Volume1
2019-01-02,88.58000183105469,89.55999755859375,87.91000366210938,89.55999755859375,78.0317611694336,1702600,,,,,,,,,,,,,,,,,,,,1702600.0,,,,,-0.35204980617878534
2019-01-03,89.37999725341797,89.43000030517578,88.27999877929688,88.73999786376953,77.31732940673828,1103200,,,,,,,,,,,,,0.0,0.0,0.0,,,,-1103200.0,1481957.0724393465,,,,,0.12327773749093551
2019-01-04,89.68000030517578,90.29000091552734,89.12999725341797,90.1500015258789,78.54582977294922,1239200,,,,,,,,,,,,,68.24788622545746,64.41304202730372,63.69721358639521,,,,136000.0,2422042.0794110126,,,,,1.0433344092963202
2019-01-07,90.41000366210938,90.41000366210938,88.91999816894531,89.93000030517578,78.35413360595703,2532100,,,,,,,,,,,,,60.230699888736865,58.25056649484955,57.83220122510092,,,,-2396100.0,3322716.5502197254,,,,,-0.24730460882271632
2019-01-08,90.5,90.75,89.52999877929688,90.7300033569336,79.05115509033203,1905900,89.8220001220703,89.93000030517578,,,,,46.573095977408386,,,,,,74.074108500171,69.4413125820451,68.57033346093311,,,,-490200.0,5166138.576634914,100.0,,,,0.4289312135998742
2019-01-09,91.08999633789062,92.31999969482422,90.83999633789062,91.88999938964844,80.06185150146484,2723400,90.28800048828126,90.1500015258789,,,,,62.112758059800385,,,2.3300018310546875,,,84.10345600766153,78.31362278338995,77.17159524302768,,,,2233200.0,6307024.826744458,100.0,,,,-0.4713593302489535
2019-01-10,91.87000274658205,92.56999969482422,91.19000244140624,92.47000122070312,80.56719970703125,1439700,91.03400115966797,90.7300033569336,,,,,74.55161470033924,,,3.7300033569335938,,,87.1985911843365,81.1882439270605,79.96852809323887,,,,3672900.0,7538075.421340847,100.0,,,,-0.1730916163089532
2019-01-11,92.47000122070312,92.94000244140624,92.12000274658205,92.76000213623048,80.81986236572266,1190500,91.55600128173828,91.88999938964844,,,,,74.52016889356055,,,2.6100006103515767,,,88.58739730178866,82.41506380412808,81.1470297221241,,,,4863400.0,8205915.80411336,100.0,,,,0.7438891222175557
2019-01-14,92.6999969482422,93.27999877929688,92.33000183105467,92.81999969482422,80.87213134765625,2076100,92.13400115966797,92.47000122070312,,,,,100.0,,,2.8899993896484375,,,88.8988527551569,82.66131493168623,81.37831313020905,1590199.1809670758,1590199.1809670758,1590199.1809670758,6939500.0,8271474.399657809,100.0,,,,-0.3575453976205385
2019-01-15,92.79000091552734,93.8499984741211,92.37000274658205,93.62000274658205,81.56916809082031,1333800,92.71200103759766,92.76000213623048,,,,,100.0,,,2.8899993896484517,,,92.36961997578815,85.50942905964568,84.04195782420787,1665813.1158839054,1665813.1158839054,1665813.1158839054,8273300.0,9190721.444289917,100.0,,,,0.18608487029539655
