Date,Open,High,Low,Close,Adj Close,Volume,sma42
2017-01-03,58.220001220703125,58.400001525878906,56.59999847412109,57.650001525878906,57.650001525878906,83600,
2017-01-04,57.959999084472656,59.02000045776367,57.150001525878906,58.86000061035156,58.86000061035156,84700,
2017-01-05,58.79999923706055,63.43000030517578,58.5,63.15999984741211,63.15999984741211,268300,
2017-01-06,62.97999954223633,63.04999923706055,60.34000015258789,62.02999877929688,62.02999877929688,198500,
2017-01-09,62.119998931884766,62.86000061035156,61.75,62.540000915527344,62.540000915527344,79200,
2017-01-10,62.43999862670898,64.73999786376953,62.27999877929688,63.34000015258789,63.34000015258789,131000,
2017-01-11,63.75,64.47000122070312,62.560001373291016,63.7400016784668,63.7400016784668,144200,
2017-01-12,64.0,64.0,62.560001373291016,63.83000183105469,63.83000183105469,79700,
2017-01-13,63.900001525878906,64.87999725341797,63.02000045776367,63.13999938964844,63.13999938964844,114900,
2017-01-16,63.81999969482422,64.0,63.29999923706055,64.0,64.0,30400,
2017-01-17,64.37000274658203,64.97000122070312,63.0,64.61000061035156,64.61000061035156,144500,
2017-01-18,64.98999786376953,66.30999755859375,64.22000122070312,66.16999816894531,66.16999816894531,155700,
2017-01-19,66.69000244140625,68.20999908447266,66.27999877929688,67.47000122070312,67.47000122070312,175500,
2017-01-20,67.95999908447266,68.58000183105469,66.5,66.70999908447266,66.70999908447266,167700,
2017-01-23,67.0,67.12999725341797,65.37999725341797,65.52999877929688,65.52999877929688,159100,
2017-01-24,66.22000122070312,66.22000122070312,64.5,65.2300033569336,65.2300033569336,159300,
2017-01-25,65.88999938964844,67.94000244140625,65.68000030517578,67.04000091552734,67.04000091552734,114900,
2017-01-26,68.0,68.0,66.30999755859375,66.80000305175781,66.80000305175781,107200,
2017-01-27,66.86000061035156,67.80000305175781,66.86000061035156,67.69999694824219,67.69999694824219,107700,
2017-01-30,67.97000122070312,67.97000122070312,65.47000122070312,66.4000015258789,66.4000015258789,143400,
2017-01-31,65.9800033569336,66.12999725341797,65.30999755859375,66.04000091552734,66.04000091552734,66300,
2017-02-01,67.2300033569336,67.5,66.19999694824219,66.69999694824219,66.69999694824219,65600,
2017-02-02,66.54000091552734,68.5,66.5,68.22000122070312,68.22000122070312,152000,
2017-02-03,68.5,68.5,66.86000061035156,67.88999938964844,67.88999938964844,99500,
2017-02-06,68.30000305175781,69.0,67.2699966430664,68.93000030517578,68.93000030517578,74200,
2017-02-07,69.45999908447266,70.5999984741211,69.33000183105469,69.88999938964844,69.88999938964844,136600,
2017-02-08,70.56999969482422,70.56999969482422,69.41999816894531,70.23999786376953,70.23999786376953,118800,
2017-02-09,70.63999938964844,72.25,70.44999694824219,71.69000244140625,71.69000244140625,138800,
2017-02-10,72.41000366210938,73.5,71.83999633789062,72.23999786376953,72.23999786376953,176400,
2017-02-13,73.30000305175781,74.9000015258789,72.37000274658203,73.22000122070312,73.22000122070312,204100,
2017-02-14,73.58999633789062,73.58999633789062,72.27999877929688,73.23999786376953,73.23999786376953,167600,
2017-02-15,72.91000366210938,80.41000366210938,71.2300033569336,79.22000122070312,79.22000122070312,587700,
2017-02-16,80.0,81.4000015258789,77.77999877929688,79.70999908447266,79.70999908447266,292100,
2017-02-17,80.0,80.79000091552734,78.68000030517578,80.66000366210938,80.66000366210938,166500,
2017-02-21,82.0,84.05000305175781,81.44000244140625,82.88999938964844,82.88999938964844,254400,
2017-02-22,83.0999984741211,84.08999633789062,81.41000366210938,83.80999755859375,83.80999755859375,215800,
2017-02-23,84.29000091552734,84.29000091552734,81.08999633789062,82.25,82.25,224100,
2017-02-24,81.0,81.38999938964844,79.4800033569336,81.16999816894531,81.16999816894531,264700,
2017-02-27,81.0,81.12000274658203,78.43000030517578,78.83999633789062,78.83999633789062,234200,
2017-02-28,78.48999786376953,80.66000366210938,78.47000122070312,78.87000274658203,78.87000274658203,214200,
2017-03-01,79.98999786376953,80.12000274658203,78.80000305175781,79.55000305175781,79.55000305175781,174700,
2017-03-02,80.01000213623047,81.1500015258789,79.5,80.08000183105469,80.08000183105469,143400,70.0309525444394
2017-03-03,80.2300033569336,80.98999786376953,79.29000091552734,80.6500015258789,80.6500015258789,127200,70.57857159205845
2017-03-06,80.62999725341797,80.62999725341797,78.62000274658203,79.55000305175781,79.55000305175781,100200,71.07119069780622
2017-03-07,79.54000091552734,81.33000183105469,79.41999816894531,80.76000213623047,80.76000213623047,124000,71.49023837134952
2017-03-08,81.3499984741211,82.80999755859375,80.83000183105469,82.16999816894531,82.16999816894531,177100,71.96976216634114
2017-03-09,82.5,84.47000122070312,81.95999908447266,84.19999694824219,84.19999694824219,158400,72.48547635759626
2017-03-10,85.37999725341797,86.5,84.19999694824219,86.3499984741211,86.3499984741211,202600,73.03333346048991
2017-03-13,87.0,87.69000244140625,86.01000213623047,87.36000061035156,87.36000061035156,172700,73.59571438743954
2017-03-14,87.27999877929688,87.31999969482422,85.5999984741211,86.05000305175781,86.05000305175781,210500,74.12476203555153
2017-03-15,86.22000122070312,86.55999755859375,84.86000061035156,86.38999938964844,86.38999938964844,210400,74.67833346412296
2017-03-16,86.7699966430664,86.98999786376953,85.9800033569336,86.98999786376953,86.98999786376953,101400,75.22571436564128
2017-03-17,87.45999908447266,89.81999969482422,86.91999816894531,89.13999938964844,89.13999938964844,167200,75.80976195562454
2017-03-20,89.9800033569336,92.0,89.55000305175781,92.0,92.0,189800,76.42476199922108
2017-03-21,92.58000183105467,95.0,89.08000183105469,90.0,90.0,464500,76.96119054158528
2017-03-22,89.58000183105469,90.33999633789062,86.7300033569336,88.91000366210938,88.91000366210938,229100,77.48976207914806
2017-03-23,89.3499984741211,91.05999755859376,89.04000091552734,90.3000030517578,90.3000030517578,202500,78.07952408563523
2017-03-24,91.05999755859376,93.68000030517578,90.62000274658205,92.3000030517578,92.3000030517578,171800,78.72404788789295
2017-03-27,91.23999786376952,94.52999877929688,90.0999984741211,94.45999908447266,94.45999908447266,240200,79.37690498715355
2017-03-28,94.62000274658205,97.5,94.45999908447266,96.73999786376952,96.73999786376952,303500,80.08976200648716
2017-03-29,97.68000030517578,97.68000030517578,94.8000030517578,97.0,97.0,222000,80.78738112676712
2017-03-30,96.70999908447266,96.87000274658205,91.3499984741211,92.31999969482422,92.31999969482422,457600,81.40452394031342
2017-03-31,90.41000366210938,92.31999969482422,89.2300033569336,90.70999908447266,90.70999908447266,352500,81.99190484909784
2017-04-03,90.91999816894533,92.79000091552734,90.0,92.79000091552734,92.79000091552734,195500,82.6130954197475
2017-04-04,93.01000213623048,94.0,91.4800033569336,91.8499984741211,91.8499984741211,201200,83.17571440197173
2017-04-05,92.22000122070312,93.3000030517578,90.93000030517578,91.4000015258789,91.4000015258789,180000,83.73547635759626
2017-04-06,91.48999786376952,92.41999816894533,91.06999969482422,91.8000030517578,91.8000030517578,125600,84.28000023251488
2017-04-07,91.5999984741211,92.37000274658205,91.37999725341795,92.33999633789062,92.33999633789062,82900,84.81452396937779
2017-04-10,92.25,93.5,91.8000030517578,92.29000091552734,92.29000091552734,127000,85.33952404203869
2017-04-11,92.08999633789062,92.9800033569336,90.05000305175781,91.91000366210938,91.91000366210938,169500,85.82095264253162
2017-04-12,92.30999755859376,93.04000091552734,91.72000122070312,91.87999725341795,91.87999725341795,132600,86.28857167561848
2017-04-13,91.98999786376952,95.31999969482422,91.4499969482422,94.25,94.25,242000,86.78928593226841
2017-04-17,95.08999633789062,95.9499969482422,94.0999984741211,95.5,95.5,140900,87.31928598313104
2017-04-18,95.69000244140624,96.48999786376952,94.7300033569336,95.80999755859376,95.80999755859376,148700,87.71428589593796
2017-04-19,96.3000030517578,98.91999816894533,96.29000091552734,97.79000091552734,97.79000091552734,282000,88.14476213001069
2017-04-20,99.13999938964844,102.75,98.86000061035156,102.70999908447266,102.70999908447266,347000,88.66976202101935
2017-04-21,105.25,105.25,101.3499984741211,103.16999816894533,103.16999816894533,285700,89.15261913481213
