Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Symbols,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO
Date,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-18,92.23,90.55,66.31,19.81,101.65,94.29,68.78,21.58,101.94,96.10,69.32,21.89,101.13,93.82,68.31,21.51,101.90,95.80,69.32,21.84,1801400.00,459000.00,583800.00,695900.00
2019-12-19,92.29,90.50,65.23,19.99,101.71,94.24,67.66,21.77,102.13,94.62,68.63,21.77,101.44,93.59,67.63,21.65,101.59,94.28,68.63,21.65,1461200.00,435900.00,548600.00,964800.00
2019-12-20,92.71,90.93,65.46,20.16,102.17,94.69,67.90,21.96,102.31,95.46,68.05,21.99,101.62,94.40,67.53,21.69,101.62,94.40,67.53,21.73,3208800.00,915000.00,1186800.00,1283600.00
2019-12-23,91.87,90.23,65.25,20.03,101.25,93.96,67.68,21.81,102.30,94.99,68.04,21.86,101.16,93.83,67.50,21.73,102.20,94.99,67.68,21.77,1125500.00,459200.00,213300.00,242600.00
2019-12-24,91.75,90.53,65.24,20.16,101.12,94.27,67.67,21.96,101.39,94.45,67.72,22.00,100.60,93.42,67.23,21.77,101.23,94.14,67.60,21.82,1093500.00,69900.00,108600.00,152000.00
2019-12-27,91.65,90.37,65.34,20.10,101.01,94.10,67.78,21.89,101.40,94.60,67.82,21.98,100.66,93.66,67.45,21.75,101.14,94.60,67.70,21.94,693900.00,324200.00,144900.00,1489400.00
2019-12-30,91.39,89.71,64.91,20.15,100.72,93.42,67.33,21.77,101.25,93.98,67.60,21.81,100.46,92.88,66.92,21.62,101.25,93.98,67.60,21.71,570600.00,178500.00,240400.00,257500.00
2019-12-31,91.32,89.20,64.59,20.10,100.64,92.89,67.00,21.71,100.77,93.21,67.24,21.79,100.13,92.18,66.62,21.59,100.50,92.98,67.06,21.67,857000.00,195400.00,213100.00,276400.00
2020-01-02,91.51,90.01,64.35,20.37,100.85,93.73,66.75,22.00,101.07,93.80,67.10,22.02,100.25,92.90,66.44,21.73,101.04,92.90,67.01,21.78,753600.00,275200.00,294400.00,282200.00
2020-01-03,91.28,90.56,64.60,20.73,100.60,94.30,67.01,22.39,100.67,94.76,67.13,22.39,99.74,92.79,66.37,21.87,100.10,92.79,66.47,21.87,1473000.00,311500.00,405000.00,690000.00
2020-01-06,91.21,91.34,64.31,20.75,100.52,95.11,66.71,22.41,100.55,95.16,67.05,22.47,100.07,93.52,66.61,22.23,100.11,93.52,66.97,22.29,1147500.00,233400.00,348500.00,596000.00
2020-01-07,91.05,92.01,64.80,20.79,100.35,95.81,67.22,22.46,101.03,96.30,67.44,22.52,100.31,94.88,66.69,22.28,100.55,95.16,66.77,22.38,702000.00,382100.00,357400.00,284000.00
2020-01-08,91.72,93.01,65.14,20.97,101.08,96.85,67.57,22.65,101.63,97.77,68.67,22.77,100.50,95.86,67.20,22.37,100.52,96.04,67.22,22.45,1088400.00,456200.00,498400.00,459700.00
2020-01-09,92.05,94.58,65.45,21.17,101.45,98.49,67.89,22.87,101.77,98.73,68.25,22.95,101.13,96.91,67.55,22.57,101.50,97.23,67.76,22.57,1683900.00,325900.00,330100.00,454500.00
2020-01-10,92.03,94.20,65.41,21.29,101.42,98.09,67.85,23.00,101.57,98.85,68.11,23.04,100.96,98.04,67.59,22.74,101.39,98.79,67.98,22.75,1243400.00,282800.00,365200.00,354400.00
2020-01-13,92.73,95.46,64.58,21.39,102.20,99.40,66.99,23.10,102.20,99.51,67.90,23.12,101.13,97.90,66.91,22.79,101.42,98.17,67.88,22.98,4100400.00,387700.00,564800.00,1173600.00
2020-01-14,93.20,96.18,64.56,21.45,102.71,100.15,66.97,23.17,102.78,100.43,67.14,23.39,102.00,99.25,66.70,23.07,102.21,99.25,66.71,23.15,1923500.00,535200.00,503300.00,496200.00
2020-01-15,93.47,96.92,64.90,21.29,103.01,100.92,67.32,23.00,103.17,101.33,67.64,23.23,102.64,100.12,67.06,22.98,102.65,100.18,67.06,23.20,1729600.00,439800.00,380000.00,681800.00
2020-01-16,93.79,98.48,65.61,21.33,103.36,102.55,68.05,23.04,103.49,102.64,68.13,23.05,103.01,101.07,67.35,22.84,103.18,101.46,67.39,23.05,1809800.00,488100.00,444900.00,473700.00
2020-01-17,94.19,99.00,65.92,21.43,103.80,103.09,68.38,23.15,103.85,103.23,68.57,23.22,103.40,102.30,68.03,23.01,103.50,102.49,68.12,23.03,1545900.00,359000.00,321500.00,301900.00
2020-01-20,93.91,99.21,66.09,21.55,103.50,103.31,68.55,23.28,104.45,103.58,68.59,23.40,103.50,102.73,68.00,23.13,103.60,102.76,68.10,23.13,1591500.00,89300.00,180900.00,339400.00
2020-01-21,94.68,99.03,66.32,21.47,104.34,103.12,68.79,23.19,104.44,103.21,68.99,23.40,103.51,102.49,68.29,23.14,103.75,103.21,68.60,23.29,1384400.00,463000.00,407600.00,462500.00
2020-01-22,94.73,99.42,66.61,21.55,104.40,103.53,69.09,23.28,104.75,104.45,69.49,23.36,104.07,102.97,68.55,23.11,104.34,102.97,68.60,23.21,1100600.00,228000.00,474300.00,352200.00
2020-01-23,94.59,99.36,66.47,21.54,104.25,103.47,68.95,23.27,104.59,104.16,69.70,23.37,103.71,103.04,68.67,23.08,104.35,103.75,69.05,23.24,2397400.00,314700.00,402600.00,242000.00
2020-01-24,94.38,99.93,66.45,21.45,104.02,104.06,68.93,23.17,104.59,104.36,69.12,23.32,103.78,103.58,68.63,23.13,104.34,103.89,69.12,23.31,1888100.00,338400.00,237700.00,172400.00
2020-01-27,93.82,101.07,67.17,21.33,103.40,105.25,69.67,23.04,103.64,105.38,69.81,23.10,103.00,103.34,68.27,22.83,103.05,103.34,68.47,22.89,4184800.00,336800.00,369200.00,253500.00
2020-01-28,94.11,101.58,66.77,21.76,103.72,105.78,69.26,23.50,104.03,106.13,69.80,23.59,103.19,104.92,68.97,23.07,103.66,105.36,69.63,23.12,4582100.00,413400.00,448800.00,490500.00
2020-01-29,93.90,101.98,66.99,21.65,103.49,106.19,69.49,23.38,103.96,106.63,69.58,23.61,103.33,105.16,68.68,23.37,103.68,106.08,69.32,23.55,3678300.00,350400.00,420200.00,405000.00
2020-01-30,93.79,102.59,67.23,21.72,103.37,106.83,69.74,23.46,103.50,106.99,69.96,23.60,102.88,105.18,69.13,23.17,103.14,105.18,69.30,23.27,1461200.00,320100.00,424700.00,438400.00
2020-01-31,92.53,102.17,66.75,21.47,100.93,106.39,69.24,23.19,101.85,107.71,69.89,23.52,100.70,105.79,68.97,23.06,101.75,106.82,69.62,23.43,1826200.00,472500.00,345000.00,677100.00
2020-02-03,92.16,103.04,66.70,21.84,100.53,107.30,69.19,23.59,101.64,107.93,69.75,23.70,100.52,106.54,69.19,23.23,101.21,106.56,69.47,23.23,3794600.00,341400.00,297700.00,599200.00
2020-02-04,92.86,103.99,67.04,21.90,101.29,108.29,69.54,23.66,101.76,109.18,69.85,23.91,101.10,107.47,69.46,23.63,101.38,108.16,69.53,23.63,2659600.00,415300.00,370900.00,293400.00
2020-02-05,93.35,102.47,67.31,22.54,101.83,106.70,69.82,24.35,102.29,108.50,70.17,24.40,101.57,106.43,69.34,23.75,101.90,108.50,69.69,23.81,2350200.00,624700.00,411600.00,553500.00
2020-02-06,93.94,104.51,68.05,22.58,102.47,108.83,70.59,24.39,102.52,108.96,70.70,24.54,102.00,107.07,69.78,24.34,102.00,107.08,69.80,24.36,2552400.00,504100.00,305100.00,467000.00
2020-02-07,93.96,103.79,67.87,22.40,102.49,108.08,70.40,24.20,102.50,108.61,70.70,24.39,101.97,107.17,70.16,24.15,102.18,107.17,70.63,24.31,852400.00,337700.00,336200.00,314200.00
2020-02-10,93.65,104.66,68.40,22.41,102.15,108.98,70.95,24.21,102.49,109.28,71.25,24.29,101.83,107.87,70.20,24.10,102.26,107.87,70.39,24.20,1864500.00,276300.00,219900.00,283000.00
2020-02-11,93.66,103.85,68.20,22.58,102.16,108.14,70.74,24.39,102.62,109.35,71.35,24.44,102.10,107.77,70.56,24.27,102.32,109.07,71.01,24.31,1629000.00,291400.00,248500.00,313700.00
2020-02-12,93.57,103.68,68.07,22.55,102.06,107.96,70.61,24.36,102.31,108.41,70.96,24.48,101.74,107.05,70.10,24.21,102.31,108.41,70.62,24.48,1977800.00,339500.00,397300.00,1096400.00
2020-02-13,93.28,103.97,68.29,22.55,101.75,108.27,70.84,24.36,102.03,108.63,70.84,24.36,101.38,107.70,70.00,24.19,101.65,107.70,70.47,24.24,3082100.00,456100.00,319400.00,485900.00
2020-02-14,93.34,104.24,68.54,23.23,101.81,108.55,71.09,25.09,101.91,108.74,71.16,25.40,101.51,108.09,70.68,24.52,101.70,108.09,70.77,24.59,546100.00,706300.00,203100.00,1133600.00
2020-02-18,92.87,103.81,68.53,23.59,101.30,108.10,71.08,25.48,101.78,108.87,71.66,25.52,101.23,108.03,70.72,25.07,101.64,108.65,71.00,25.07,2277600.00,347300.00,274200.00,658100.00
2020-02-19,92.68,104.19,68.54,23.25,101.09,108.49,71.09,25.11,102.00,108.76,71.39,25.71,101.06,107.95,70.85,25.07,102.00,108.22,71.16,25.49,1127100.00,513800.00,545300.00,653700.00
2020-02-20,92.82,104.06,67.41,23.57,101.25,108.36,69.92,25.46,101.26,108.49,70.44,25.50,100.83,106.16,69.57,25.01,101.03,108.40,69.98,25.08,1558000.00,512300.00,518700.00,529600.00
2020-02-21,92.52,103.00,67.63,23.44,100.92,107.26,70.15,25.32,101.48,108.30,70.15,25.81,100.80,106.66,69.35,25.31,101.12,107.82,69.82,25.40,1934000.00,472900.00,618400.00,652100.00
2020-02-24,91.19,102.37,67.49,22.89,99.47,106.60,70.00,24.72,100.50,107.03,70.04,25.05,99.45,104.92,68.63,24.51,100.00,105.24,69.16,24.89,2826800.00,425100.00,449300.00,495500.00
2020-02-25,89.16,102.95,67.25,22.35,97.25,107.20,69.76,24.14,99.61,109.99,70.50,24.77,96.78,105.65,69.47,24.10,99.22,109.99,69.61,24.76,3012700.00,1015100.00,703200.00,678000.00
2020-02-26,87.74,99.14,67.18,21.82,95.70,103.24,69.68,23.57,97.77,108.63,70.53,24.19,95.17,103.16,69.01,23.52,97.30,107.74,69.01,23.98,3015000.00,1189800.00,742400.00,1459400.00
2020-02-27,85.73,98.96,66.86,21.55,93.51,103.05,69.35,23.28,94.91,103.98,70.25,23.47,92.68,101.16,69.21,22.52,94.86,102.35,69.45,23.38,2012800.00,455800.00,488600.00,922500.00
2020-02-28,83.62,95.75,64.11,20.64,91.21,99.71,66.50,22.29,92.47,102.54,69.25,23.24,89.59,98.52,66.34,22.02,91.58,100.71,68.88,22.78,4242900.00,1560000.00,1795000.00,1781000.00
2020-03-02,84.43,97.63,64.94,21.08,92.10,101.66,67.36,22.77,92.23,101.76,67.66,22.80,90.12,99.16,66.01,22.03,90.83,99.91,66.86,22.21,2796500.00,1239800.00,1429500.00,760200.00
2020-03-03,82.49,97.56,66.67,20.86,89.98,101.59,69.15,22.53,93.09,104.19,70.08,22.93,89.84,101.18,67.28,22.40,92.56,102.10,67.41,22.72,3630700.00,1202500.00,1310600.00,924700.00
2020-03-04,83.36,100.77,69.01,20.98,90.93,104.93,71.58,22.66,91.10,104.94,71.91,22.96,89.33,102.15,69.81,22.45,90.88,102.50,69.81,22.78,2321700.00,802100.00,953800.00,488000.00
2020-03-05,80.69,98.37,69.29,20.65,88.01,101.94,71.87,22.30,89.46,104.34,72.38,22.61,87.26,101.36,70.50,22.11,89.43,102.82,71.13,22.40,3173700.00,1160100.00,924100.00,553900.00
2020-03-06,77.35,96.79,69.75,20.11,84.37,100.30,72.35,21.72,86.29,101.98,72.87,22.04,84.29,98.39,71.00,21.53,86.20,100.20,71.24,21.95,4113800.00,1122200.00,1057500.00,332800.00
2020-03-09,67.07,93.15,64.70,18.00,73.16,96.53,67.11,19.44,80.50,99.51,71.45,20.59,72.34,95.10,67.00,17.79,80.50,95.10,67.50,18.25,5946800.00,1527000.00,1614300.00,991400.00
2020-03-10,69.65,96.21,65.53,18.14,75.97,99.70,67.97,19.59,77.25,100.02,69.31,19.92,71.77,97.00,67.32,19.03,77.08,98.08,68.50,19.87,6116200.00,1434900.00,1482400.00,1717000.00
2020-03-11,66.36,91.51,64.25,17.44,72.38,94.83,66.64,18.84,74.79,99.53,69.19,19.71,71.91,94.10,66.46,18.58,74.17,98.34,67.62,19.31,5313900.00,1084100.00,1540200.00,1181100.00
2020-03-12,55.46,82.31,57.61,14.26,60.50,85.30,59.47,15.40,67.96,90.52,65.18,18.03,59.86,82.69,59.10,15.00,67.00,90.48,65.18,18.03,11609700.00,2317200.00,1927200.00,1658700.00
2020-03-13,64.88,86.43,64.41,15.67,70.77,89.56,66.49,16.93,70.77,89.56,66.77,16.99,64.30,84.67,60.38,15.33,65.50,88.16,61.20,16.16,8046800.00,1670300.00,2087900.00,1192900.00
2020-03-16,56.85,77.95,62.57,14.11,62.01,80.78,64.60,15.24,65.75,84.03,66.44,16.14,61.00,80.05,60.00,14.06,62.94,82.09,60.01,14.06,4621900.00,1276000.00,1700700.00,1127100.00
2020-03-17,56.30,79.16,67.56,13.12,61.41,82.03,69.75,14.17,63.44,82.87,72.88,15.49,58.95,78.98,66.60,14.03,63.00,81.68,66.86,15.38,7088300.00,1534500.00,2125600.00,1452500.00
2020-03-18,53.29,79.09,65.18,12.04,58.13,81.96,67.29,13.00,60.00,82.76,71.64,13.92,56.07,78.18,66.70,12.20,56.97,80.48,69.00,13.46,5353600.00,1008500.00,1785700.00,1379200.00
2020-03-19,55.62,81.39,64.71,11.75,60.67,84.34,66.80,12.69,61.69,85.47,68.32,13.39,58.14,78.61,66.43,12.18,58.62,78.61,67.55,12.85,5091100.00,764500.00,1549600.00,1313300.00
2020-03-20,57.08,77.21,64.66,12.11,62.26,80.01,66.75,13.08,67.67,85.46,69.20,14.99,60.59,78.75,66.38,12.51,62.00,84.70,67.27,12.53,8743500.00,1898700.00,2148200.00,2872300.00
2020-03-23,51.56,73.78,57.83,10.60,56.24,76.46,59.70,11.45,62.97,80.67,67.31,13.12,55.76,75.91,59.01,11.12,61.55,79.58,66.72,12.91,5328000.00,964900.00,1196400.00,1256600.00
2020-03-24,58.77,79.46,61.64,11.65,64.10,82.34,63.64,12.58,64.35,82.83,63.64,13.03,59.01,77.45,60.44,11.89,60.40,79.26,61.79,11.92,5574400.00,1091700.00,1113800.00,1008800.00
2020-03-25,63.87,83.24,65.10,12.12,69.67,86.26,67.21,13.09,73.00,89.15,69.25,13.95,64.43,81.41,62.58,12.44,65.93,82.33,63.58,12.82,6015900.00,1110500.00,1099400.00,1616900.00
2020-03-26,64.16,83.60,66.45,12.82,69.98,86.63,68.60,13.85,72.79,89.50,68.99,14.46,68.35,85.18,66.68,13.04,69.99,86.62,67.76,13.19,3482800.00,776000.00,907200.00,999800.00
2020-03-27,61.11,84.01,65.11,12.39,66.66,87.06,67.22,13.38,68.40,89.48,68.69,13.94,65.21,84.13,65.92,13.04,67.00,85.15,67.87,13.33,2805500.00,920700.00,630400.00,1763400.00
2020-03-30,62.17,90.95,66.97,12.37,67.81,94.25,69.14,13.18,67.93,94.63,69.25,13.30,64.72,88.34,65.29,12.72,67.08,88.34,68.00,13.26,3043900.00,774800.00,770800.00,1549700.00
2020-03-31,65.15,92.52,70.28,13.11,71.06,95.88,72.55,13.97,72.00,97.19,72.91,14.15,67.50,93.58,68.05,12.97,67.84,94.29,68.38,13.13,3658700.00,1042500.00,1283600.00,1117300.00
2020-04-01,61.54,89.64,69.71,11.67,67.13,92.89,71.97,12.44,68.65,96.53,72.65,13.58,66.60,92.71,70.33,12.35,67.51,93.34,71.07,13.57,2798400.00,894300.00,1519000.00,689900.00
2020-04-02,62.30,91.26,68.78,11.69,67.96,94.57,71.01,12.46,69.80,94.89,72.32,12.95,66.88,90.57,69.90,11.95,67.30,93.09,71.32,12.18,3317700.00,908800.00,816000.00,1008800.00
2020-04-03,61.38,90.51,70.21,10.48,66.95,93.79,72.48,11.17,68.61,95.41,72.64,12.42,65.87,92.63,70.81,10.53,68.09,94.26,71.17,12.23,1591500.00,509600.00,770000.00,2114700.00
2020-04-06,64.82,93.46,73.07,11.78,70.70,96.85,75.44,12.55,70.85,97.77,76.42,12.55,68.76,95.84,73.61,11.38,70.45,96.25,74.00,11.43,3811600.00,754500.00,1095100.00,1225000.00
2020-04-07,66.04,92.05,72.86,12.11,72.03,95.39,75.22,12.90,75.18,98.48,77.00,13.78,71.73,95.00,74.32,12.88,74.20,97.84,75.57,12.99,3141900.00,673500.00,1135500.00,876000.00
2020-04-08,68.66,94.78,72.35,12.53,74.89,98.22,74.69,13.35,75.18,98.64,76.00,13.50,71.32,94.30,73.91,12.83,72.71,96.12,75.79,13.00,3743300.00,643900.00,712400.00,563400.00
2020-04-09,68.85,95.84,69.71,12.85,75.10,99.32,71.97,13.69,77.33,100.05,75.02,14.35,74.41,97.02,71.79,13.58,75.66,97.90,74.85,13.63,4126900.00,458800.00,1156800.00,825300.00
2020-04-13,67.33,94.75,70.31,11.83,73.44,98.19,72.59,12.61,75.86,99.29,72.72,13.98,73.08,96.74,71.09,12.60,75.86,99.29,71.81,13.67,3657400.00,390200.00,532700.00,832400.00
2020-04-14,66.92,96.94,70.88,12.73,72.99,100.46,73.17,13.56,75.20,101.13,73.82,13.73,72.23,99.16,72.42,12.67,74.84,99.56,72.96,12.67,2992600.00,408500.00,689500.00,764400.00
2020-04-15,63.57,95.56,70.55,12.08,69.34,99.03,72.83,12.87,71.29,101.01,73.99,13.43,69.28,98.70,72.30,12.87,71.29,101.01,73.21,13.15,2993700.00,480700.00,801900.00,870300.00
2020-04-16,62.02,96.47,71.17,12.71,67.65,99.97,73.47,13.54,69.89,101.08,74.24,13.55,66.90,98.00,73.07,12.82,69.89,98.10,73.70,13.04,6459200.00,452400.00,602600.00,890300.00
2020-04-17,64.16,98.18,71.61,13.11,69.99,101.74,73.93,13.97,70.26,102.47,74.60,14.32,68.91,99.89,72.65,13.74,70.25,102.47,74.60,13.98,2758000.00,381100.00,755300.00,844200.00
2020-04-20,63.46,96.69,72.38,13.31,69.22,100.20,74.72,14.18,70.40,101.61,74.87,14.33,67.31,100.00,72.79,13.53,68.48,101.56,73.30,13.61,4025700.00,366500.00,445800.00,796800.00
2020-04-21,60.90,94.76,70.60,13.03,66.43,98.20,72.89,13.88,68.45,99.98,74.79,14.68,66.43,97.79,72.73,13.85,67.50,98.97,73.82,13.93,4094800.00,523700.00,669300.00,684400.00
2020-04-22,61.73,97.39,72.60,12.94,67.33,100.92,74.95,13.79,68.04,101.18,75.22,14.33,66.77,98.83,72.97,13.46,67.82,99.51,72.97,14.20,3461600.00,810800.00,832000.00,730100.00
2020-04-23,61.32,95.58,71.99,12.95,66.89,99.05,74.32,13.80,68.13,100.99,75.01,14.17,66.78,98.92,73.95,13.63,67.61,100.68,74.47,13.81,2561500.00,324700.00,570200.00,541000.00
2020-04-24,61.90,96.46,72.16,12.83,67.52,99.96,74.50,13.67,67.72,100.31,75.07,14.29,66.38,98.71,74.05,13.63,67.09,99.13,74.31,13.91,4905600.00,602300.00,568000.00,507200.00
2020-04-27,64.00,96.95,72.65,13.30,69.81,100.47,75.00,14.17,70.00,101.11,75.47,14.37,67.68,99.23,73.75,13.84,67.87,100.01,75.25,13.91,6015700.00,554900.00,501400.00,1694300.00
2020-04-28,65.33,96.39,71.07,13.84,71.26,99.89,73.37,14.75,72.06,101.46,75.44,15.25,70.61,99.73,73.37,14.32,71.50,100.88,75.14,14.42,8798900.00,554300.00,1027800.00,1037500.00
2020-04-29,68.61,96.29,68.34,14.43,74.84,99.78,70.55,15.38,74.85,101.72,74.19,15.63,72.74,99.07,70.17,14.87,73.00,100.80,74.00,15.09,4690200.00,481300.00,1069300.00,790200.00
2020-04-30,65.81,94.64,66.35,13.88,70.77,98.07,68.50,14.79,72.96,99.45,70.80,15.20,70.77,97.74,68.27,14.75,72.95,98.68,70.75,15.16,9976000.00,780400.00,1407100.00,1123200.00
2020-05-01,63.75,93.84,65.95,13.39,68.55,97.24,68.08,14.27,69.70,98.09,68.79,14.56,68.40,96.50,67.60,14.04,69.62,97.62,68.03,14.52,2289000.00,744800.00,454700.00,429400.00
2020-05-04,63.76,95.11,65.65,13.08,68.56,98.56,67.77,13.94,68.83,98.56,68.68,14.27,66.88,96.50,67.39,13.72,68.27,96.50,68.33,14.09,5369700.00,659600.00,528600.00,579000.00
2020-05-05,63.00,94.76,66.68,13.01,67.75,98.20,68.84,13.86,70.00,99.54,69.17,14.31,67.52,95.62,67.44,13.83,69.02,99.54,67.77,14.22,6703600.00,685900.00,932200.00,518800.00
2020-05-06,63.22,92.67,66.44,12.81,67.98,96.03,68.59,13.65,68.66,98.64,69.26,13.97,67.06,95.94,68.39,13.05,68.31,98.30,69.25,13.50,2857400.00,520200.00,620900.00,690500.00
2020-05-07,62.40,92.38,65.30,13.21,67.10,95.73,67.41,14.08,69.07,96.80,68.80,14.59,67.00,95.51,67.22,13.70,68.30,96.72,68.51,13.99,2602700.00,637300.00,593800.00,1048200.00
2020-05-08,63.55,91.71,67.09,13.73,68.34,95.04,69.26,14.63,68.43,96.42,69.26,14.91,67.25,94.44,67.42,14.14,68.00,96.42,67.70,14.30,3335000.00,548800.00,446600.00,857900.00
2020-05-11,63.90,92.37,69.44,13.61,68.71,95.72,71.69,14.50,69.00,95.99,71.69,14.68,67.31,94.36,68.72,14.32,67.79,94.60,69.29,14.51,3344800.00,697200.00,637000.00,719900.00
2020-05-12,62.59,90.73,67.90,13.33,67.30,94.02,70.10,14.20,69.60,96.09,71.72,15.05,67.30,93.93,69.93,14.17,68.92,96.09,71.55,14.60,2000100.00,860200.00,543400.00,1072700.00
2020-05-13,59.38,88.88,65.92,13.05,63.85,92.10,68.05,13.91,67.37,94.01,70.47,14.35,63.69,91.94,67.92,13.67,67.34,93.51,69.99,14.13,3580700.00,716300.00,511300.00,980200.00
2020-05-14,58.71,89.79,66.00,13.84,63.13,93.05,68.14,14.75,63.65,93.06,68.85,14.84,61.05,90.98,67.14,13.66,63.39,91.51,67.68,13.66,3996800.00,509600.00,411200.00,1348500.00
2020-05-15,58.00,90.41,65.27,13.49,62.37,93.69,67.38,14.37,63.09,93.72,68.37,14.80,61.88,91.94,67.36,14.15,62.90,92.57,67.79,14.56,2180500.00,272100.00,557500.00,1147000.00
2020-05-19,60.65,91.55,66.55,14.15,65.22,94.87,68.70,15.08,66.23,95.37,68.93,15.28,64.73,94.15,67.79,14.79,65.97,94.65,68.49,14.79,4125700.00,792900.00,679400.00,791200.00
2020-05-20,61.79,90.39,65.38,14.64,66.45,93.15,67.50,15.60,66.89,95.62,69.35,15.65,65.85,93.13,67.20,15.06,66.35,95.01,69.19,15.39,3457500.00,472800.00,746000.00,1685300.00
2020-05-21,60.54,89.60,64.74,14.81,65.10,92.33,66.84,15.78,66.85,93.30,67.63,15.97,65.00,92.23,66.60,15.30,66.49,93.30,67.60,15.48,2767500.00,573300.00,719400.00,457800.00
2020-05-22,59.65,89.86,64.32,14.40,64.14,92.60,66.40,15.35,65.33,93.05,67.27,15.77,63.62,92.22,65.65,15.16,65.25,92.56,67.05,15.73,2600700.00,267100.00,755100.00,480900.00
2020-05-25,60.68,90.31,64.74,14.65,65.25,93.06,66.84,15.61,65.77,93.79,67.10,15.78,64.31,92.34,66.43,15.36,64.66,93.21,66.73,15.45,1270300.00,214000.00,235700.00,224300.00
2020-05-26,65.27,89.27,64.83,15.35,70.19,91.99,66.93,16.36,70.33,93.14,67.44,16.75,66.55,91.83,66.55,15.82,67.00,92.98,67.44,15.82,3843100.00,573400.00,826600.00,533400.00
2020-05-27,65.82,88.09,64.65,15.61,70.78,90.77,66.74,16.63,72.00,92.87,67.45,16.71,69.25,89.89,65.46,16.26,69.50,92.10,67.20,16.52,4658100.00,761600.00,1170900.00,731600.00
2020-05-28,64.53,90.39,66.06,15.44,69.39,93.15,68.20,16.45,71.55,93.60,68.33,16.89,69.00,91.05,66.66,16.18,71.45,91.05,66.69,16.89,2298300.00,1023800.00,724700.00,884200.00
2020-05-29,63.16,89.49,66.02,15.32,67.92,92.22,68.16,16.32,68.91,93.22,68.94,16.46,67.57,91.76,67.80,16.00,68.59,93.07,68.09,16.28,3355400.00,3020100.00,1099000.00,1689900.00
2020-06-01,64.25,89.96,64.90,15.37,69.09,92.70,67.00,16.38,70.44,93.07,68.62,16.90,68.01,91.73,66.76,16.32,68.30,92.21,68.19,16.35,1886500.00,603800.00,428200.00,449600.00
2020-06-02,65.58,92.11,65.46,15.61,70.52,94.92,67.58,16.63,70.93,95.03,67.70,16.71,69.58,92.76,66.48,16.36,70.00,92.81,67.20,16.45,2001000.00,514700.00,573800.00,732200.00
2020-06-03,68.75,92.64,65.83,16.29,73.93,95.46,67.96,17.36,74.68,96.12,68.50,17.56,71.60,94.77,67.45,16.82,71.95,95.70,68.00,16.93,3129700.00,620300.00,587200.00,830500.00
2020-06-04,68.96,91.43,64.99,16.28,74.15,94.22,67.09,17.35,74.72,95.71,68.25,17.60,72.65,94.11,67.05,17.05,74.00,95.11,67.81,17.31,2487200.00,659300.00,612600.00,502000.00
2020-06-05,70.74,92.61,65.35,16.97,76.07,95.43,67.46,18.08,78.38,95.70,67.98,18.39,75.63,94.09,67.00,17.66,77.00,95.64,67.98,17.85,2454400.00,497900.00,707400.00,628800.00
2020-06-08,72.49,89.87,64.23,16.86,77.95,92.61,66.31,17.97,78.31,95.11,67.54,18.46,76.21,92.38,66.28,17.89,78.30,95.10,67.47,18.17,2383000.00,478200.00,987000.00,553100.00
2020-06-09,71.88,90.13,63.92,16.92,77.29,92.88,65.99,18.03,78.21,93.07,66.41,18.23,75.82,91.56,65.58,17.11,76.52,92.20,66.27,17.71,1817100.00,429000.00,629700.00,573900.00
2020-06-10,70.41,91.11,64.71,16.10,75.71,93.89,66.80,17.16,77.27,94.27,67.20,17.98,75.38,93.02,65.98,17.10,77.18,93.20,66.08,17.98,2506700.00,392500.00,849600.00,774100.00
2020-06-11,67.42,88.65,63.46,15.57,72.50,91.35,65.51,16.59,73.90,93.72,66.45,16.91,71.86,91.18,65.40,16.04,72.25,93.01,66.42,16.57,3129500.00,854000.00,870800.00,714700.00
2020-06-12,69.23,88.94,64.67,15.77,74.45,91.65,66.44,16.81,75.24,92.87,66.86,17.20,73.37,90.56,65.49,16.58,74.85,92.48,66.24,17.01,3406800.00,721800.00,1325400.00,829100.00
2020-06-15,69.45,89.18,64.42,15.64,74.68,91.90,66.18,16.67,75.95,92.22,66.60,17.03,72.46,90.40,65.39,16.14,72.59,90.73,65.95,16.39,2099900.00,592200.00,745500.00,407700.00
2020-06-16,71.39,89.21,64.89,15.90,76.77,91.93,66.67,16.94,77.29,93.76,67.43,17.29,74.99,91.80,66.10,16.75,77.00,93.75,67.06,17.19,2712900.00,462400.00,847500.00,493100.00
2020-06-17,70.81,89.91,64.16,15.85,76.14,92.65,65.92,16.89,76.94,93.15,67.25,17.15,75.63,92.04,65.65,16.67,76.94,92.41,66.88,17.00,1826900.00,463900.00,814100.00,322300.00
2020-06-18,71.19,90.06,64.50,16.07,76.55,92.81,66.27,17.12,76.89,93.04,66.80,17.45,75.11,92.01,65.85,16.73,75.50,92.30,66.12,16.76,2034900.00,447700.00,405200.00,701800.00
