Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Symbols,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO
Date,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,89.32,83.23,67.01,19.33,100.51,87.58,70.12,21.43,100.75,87.96,70.54,21.44,99.80,87.10,69.94,21.22,99.80,87.31,70.11,21.42,1118200.00,422300.00,439400.00,661700.00
2019-06-19,89.09,84.20,67.17,19.30,100.25,88.60,70.29,21.40,101.13,88.73,70.47,21.43,100.08,87.01,69.91,21.19,100.70,87.49,70.20,21.40,941400.00,412000.00,349800.00,389200.00
2019-06-20,89.25,83.44,66.51,19.34,100.43,87.80,69.59,21.44,100.59,88.66,70.31,21.54,99.61,87.26,69.51,20.97,100.55,88.59,70.17,21.41,920200.00,530600.00,323000.00,603200.00
2019-06-21,88.81,82.77,64.36,19.19,99.94,87.09,67.34,21.28,100.55,87.84,69.71,21.55,99.75,86.82,67.34,21.28,100.38,87.79,69.59,21.37,3546900.00,1445600.00,1818400.00,796700.00
2019-06-24,88.67,82.47,64.22,19.17,99.78,86.77,67.20,21.25,100.15,87.56,67.82,21.48,99.50,86.69,66.82,21.07,99.82,87.16,67.70,21.28,966700.00,352700.00,653400.00,590300.00
2019-06-25,87.90,80.96,64.03,19.08,98.91,85.19,67.00,21.15,99.79,86.08,67.19,21.30,98.90,85.17,66.68,21.00,99.68,85.98,67.11,21.22,1238600.00,539300.00,376800.00,683500.00
2019-06-26,87.55,79.49,63.66,19.12,98.52,83.64,66.61,21.20,99.20,85.50,67.00,21.57,98.15,83.53,66.35,21.16,98.79,85.10,66.87,21.20,1109000.00,671900.00,386000.00,784000.00
2019-06-27,87.47,79.98,64.07,19.09,98.43,84.15,67.04,20.99,98.83,84.37,67.16,21.27,98.04,83.12,66.62,20.93,98.56,83.59,66.64,21.02,876500.00,418700.00,383700.00,538300.00
2019-06-28,87.90,80.29,64.08,19.41,98.92,84.48,67.05,21.34,99.02,84.52,67.15,21.42,98.51,83.69,66.42,20.99,98.74,84.19,67.13,21.00,1347100.00,681000.00,468600.00,638900.00
2019-07-02,88.79,81.66,63.77,19.91,99.92,85.92,66.73,21.89,100.18,86.51,67.47,21.97,99.36,84.93,66.21,21.41,99.50,85.50,67.15,21.41,1481800.00,588400.00,496400.00,828200.00
2019-07-03,89.13,82.11,64.26,19.87,100.30,86.40,67.24,21.84,100.31,87.01,67.38,21.90,99.67,85.89,66.68,21.71,100.00,85.89,66.76,21.88,851600.00,373700.00,369200.00,505000.00
2019-07-04,89.17,82.28,64.17,19.83,100.35,86.58,67.15,21.80,100.52,87.55,67.34,21.84,100.08,85.84,66.86,21.68,100.35,86.51,67.20,21.84,400200.00,108600.00,102900.00,220100.00
2019-07-05,89.65,82.17,64.06,19.85,100.88,86.46,67.03,21.82,100.95,86.57,67.22,21.88,100.25,85.07,66.56,21.65,100.27,86.15,66.99,21.75,1521100.00,312600.00,316600.00,182400.00
2019-07-08,89.25,82.30,63.80,19.78,100.44,86.60,66.76,21.74,100.73,86.77,67.14,21.85,100.27,85.69,66.52,21.55,100.60,86.35,66.88,21.69,1410200.00,378400.00,351600.00,348300.00
2019-07-09,89.71,82.72,64.08,19.71,100.95,87.04,67.05,21.67,101.00,87.16,67.45,21.85,100.26,86.37,66.59,21.64,100.27,86.45,66.76,21.69,984000.00,377000.00,417500.00,395000.00
2019-07-10,89.07,82.73,64.33,19.62,100.23,87.05,67.31,21.57,101.52,87.53,67.58,21.81,99.92,86.70,66.93,21.44,101.08,86.92,66.93,21.70,1965300.00,406300.00,399200.00,429700.00
2019-07-11,89.19,82.94,64.59,19.44,100.37,87.27,67.59,21.37,100.49,87.31,67.73,21.60,99.91,86.16,67.13,21.19,100.20,87.12,67.25,21.60,1319100.00,611800.00,372000.00,528800.00
2019-07-12,88.87,83.44,64.11,19.56,100.01,87.80,67.08,21.50,100.48,87.91,67.82,21.61,99.98,86.92,67.00,21.39,100.30,87.15,67.74,21.42,1157500.00,435600.00,356200.00,223100.00
2019-07-15,88.38,84.24,64.17,19.67,99.46,88.64,67.15,21.62,100.29,88.73,67.35,21.70,99.16,87.37,66.70,21.46,100.29,87.94,67.02,21.50,1054700.00,363200.00,237400.00,386500.00
2019-07-16,88.36,84.00,63.90,19.63,99.43,88.38,66.86,21.58,99.89,88.49,67.14,21.72,99.21,87.70,66.62,21.45,99.65,88.49,67.14,21.62,765200.00,262700.00,510100.00,443000.00
2019-07-17,87.90,83.96,63.94,19.56,98.92,88.34,66.91,21.50,99.82,89.09,67.01,21.58,98.86,88.11,66.67,21.29,99.54,88.31,66.97,21.58,1192600.00,370700.00,255800.00,275400.00
2019-07-18,88.06,84.63,63.94,19.37,99.10,89.05,66.91,21.29,99.38,89.29,67.23,21.46,98.82,87.84,66.76,21.25,98.94,87.86,66.96,21.46,1271400.00,429300.00,319600.00,565800.00
2019-07-19,87.72,83.99,63.90,19.35,98.71,88.37,66.86,21.27,99.46,89.66,67.60,21.58,98.66,88.35,66.86,21.17,99.30,89.53,67.09,21.30,1000700.00,300100.00,341100.00,443500.00
2019-07-22,87.70,84.87,64.21,19.20,98.69,89.30,67.19,21.11,98.96,89.43,67.19,21.23,98.41,88.46,66.77,21.05,98.80,88.55,66.77,21.23,1086700.00,377700.00,177700.00,450900.00
2019-07-23,88.12,85.37,64.85,19.32,99.16,89.83,67.86,21.24,99.40,90.00,67.86,21.31,98.94,89.00,66.84,21.11,99.05,89.42,67.24,21.11,1229400.00,248800.00,271000.00,299100.00
2019-07-24,88.68,84.45,63.47,19.28,99.79,88.86,66.41,21.19,99.89,89.72,67.12,21.24,98.87,88.14,65.12,21.10,99.07,89.72,66.85,21.20,1313500.00,573300.00,1004400.00,453300.00
2019-07-25,88.71,84.47,63.84,18.88,99.83,88.88,66.80,20.75,100.13,89.12,67.04,21.24,99.46,88.46,65.79,20.72,99.99,88.86,66.47,21.19,2934600.00,401200.00,429800.00,670800.00
2019-07-26,88.85,88.14,65.01,18.99,99.98,92.74,68.03,20.87,100.27,93.44,68.05,20.96,99.50,88.99,66.94,20.61,100.00,89.06,66.94,20.73,1420400.00,855200.00,292400.00,356100.00
2019-07-29,89.08,85.43,65.79,18.82,100.24,89.89,68.84,20.69,100.57,92.70,69.19,20.97,99.79,89.34,67.76,20.63,100.05,91.84,67.80,20.93,3628200.00,822200.00,591700.00,515000.00
2019-07-30,88.50,85.57,65.28,18.74,99.59,90.04,68.31,20.60,100.13,91.12,69.26,20.64,99.08,89.17,67.80,20.35,100.13,89.93,68.63,20.57,1929400.00,555800.00,473700.00,478000.00
2019-07-31,88.71,84.24,65.44,18.61,98.80,88.64,68.48,20.46,98.90,90.05,68.65,20.59,98.09,87.90,68.04,20.36,98.41,89.95,68.10,20.57,1690100.00,730800.00,578900.00,740800.00
2019-08-01,87.50,85.72,65.89,18.48,97.45,90.19,68.95,20.32,98.90,91.89,69.62,20.63,97.15,88.00,68.34,20.23,98.64,89.48,68.34,20.48,1399100.00,1114900.00,748700.00,439900.00
2019-08-02,86.83,83.97,65.76,18.35,96.70,88.35,68.81,20.17,97.45,90.61,69.05,20.24,95.97,86.88,68.48,20.05,97.05,89.99,68.79,20.23,1819500.00,705400.00,413200.00,269100.00
2019-08-06,85.36,83.68,65.84,18.28,95.06,88.05,68.89,20.09,95.31,88.15,69.39,20.36,93.66,85.59,67.51,19.89,95.31,85.94,68.27,19.94,3856800.00,856200.00,721000.00,467400.00
2019-08-07,85.49,85.19,66.25,18.27,95.21,89.64,69.32,20.08,95.49,89.93,69.64,20.19,93.85,87.60,67.95,19.74,94.30,87.63,68.00,19.92,1409500.00,735800.00,712300.00,395400.00
2019-08-08,85.90,84.85,66.67,16.67,95.67,89.28,69.76,18.32,96.27,90.40,70.38,19.97,95.32,88.16,69.20,18.26,95.74,89.81,69.37,19.97,1008600.00,406900.00,474400.00,1316500.00
2019-08-09,85.70,85.17,67.38,16.56,95.44,89.62,70.51,18.20,95.91,89.89,71.12,18.28,95.16,88.90,69.65,18.00,95.66,89.12,69.67,18.00,1944100.00,369300.00,651200.00,898600.00
2019-08-12,84.60,84.12,67.57,16.48,94.22,88.51,70.70,18.12,94.90,89.81,71.64,18.47,93.84,88.26,70.22,18.08,94.84,89.81,70.23,18.19,890600.00,364000.00,535700.00,482100.00
2019-08-13,85.10,84.55,68.08,16.74,94.77,88.96,71.24,18.40,95.24,89.39,71.52,18.62,93.66,88.37,70.23,18.14,93.91,88.48,70.23,18.14,1089000.00,787100.00,637900.00,775600.00
2019-08-14,83.24,82.92,67.38,16.63,92.70,87.25,70.51,18.28,94.06,89.66,71.39,18.35,92.35,87.01,70.27,18.13,93.72,88.51,70.80,18.25,1747700.00,468100.00,588100.00,696200.00
2019-08-15,82.92,83.21,67.84,16.72,92.35,87.55,70.99,18.38,92.81,88.08,71.40,18.41,91.80,87.00,70.36,18.17,92.60,87.21,70.36,18.22,1676100.00,318100.00,482200.00,514900.00
2019-08-16,83.68,85.02,68.79,17.15,93.19,89.46,71.98,18.85,93.43,89.54,72.02,18.88,92.62,87.51,71.08,18.27,93.28,88.29,71.37,18.40,1463800.00,301800.00,398200.00,720700.00
2019-08-19,84.41,85.53,69.09,17.33,94.01,90.00,72.29,19.05,94.43,90.43,72.72,19.09,93.51,89.38,71.83,18.86,94.05,89.81,72.00,18.86,1828800.00,374300.00,404700.00,412800.00
2019-08-20,83.17,85.35,69.05,17.26,92.62,89.81,72.25,18.97,93.78,90.29,72.35,19.01,92.41,89.26,71.56,18.73,93.78,89.73,71.96,18.97,1187100.00,397800.00,470900.00,431800.00
2019-08-21,83.65,85.77,69.00,17.38,93.16,89.77,72.20,19.10,93.27,90.04,72.41,19.12,92.43,88.02,71.94,18.91,92.99,88.02,72.20,18.98,1061100.00,419000.00,402400.00,424500.00
2019-08-22,83.56,85.58,68.64,17.38,93.06,89.57,71.82,19.10,93.93,90.28,72.46,19.48,92.93,89.08,71.35,18.79,93.43,89.98,72.09,19.08,1435400.00,439000.00,399800.00,323800.00
2019-08-23,82.61,83.45,67.85,17.12,92.00,87.34,71.00,18.82,93.03,88.48,71.50,19.13,91.74,87.13,70.86,18.79,92.94,88.47,71.34,18.99,1241600.00,615600.00,365700.00,329200.00
2019-08-26,82.95,84.03,68.06,17.24,92.38,87.94,71.22,18.95,93.40,88.13,71.67,19.05,92.21,87.02,71.07,18.69,92.66,87.99,71.16,18.91,969900.00,399800.00,312700.00,408000.00
2019-08-27,80.10,85.49,68.44,17.63,89.21,89.47,71.61,19.38,91.08,89.73,71.79,19.38,88.24,88.16,70.84,18.88,90.72,88.16,71.39,18.99,4958300.00,659400.00,571000.00,1207500.00
2019-08-28,80.24,85.73,68.64,17.33,89.36,89.72,71.82,19.05,89.95,89.94,72.23,19.18,89.05,88.97,71.26,18.94,89.05,89.22,71.43,19.18,2429700.00,307800.00,478000.00,494200.00
2019-08-29,81.90,87.05,69.45,17.35,91.21,91.11,72.67,19.07,91.51,91.42,72.90,19.25,89.81,90.03,71.90,19.02,89.92,90.03,71.90,19.13,2698100.00,458500.00,370600.00,597100.00
2019-08-30,81.94,87.42,69.64,17.36,91.26,91.49,72.87,19.08,92.05,91.63,73.10,19.23,91.20,90.15,72.00,19.04,91.90,91.10,72.80,19.10,1368400.00,616400.00,425800.00,593900.00
2019-09-03,81.20,87.50,69.91,17.18,90.43,91.58,73.15,18.89,91.02,92.69,73.23,18.96,89.66,91.09,72.34,18.58,90.99,91.18,72.69,18.78,1676200.00,785200.00,470800.00,709000.00
2019-09-04,80.97,88.13,70.50,17.02,90.18,92.24,73.77,18.71,91.25,92.72,74.20,18.86,89.67,91.73,73.21,18.66,90.72,91.86,73.22,18.67,1757600.00,574800.00,845400.00,771600.00
2019-09-05,82.40,89.39,70.96,17.42,91.77,93.55,74.25,19.15,92.87,94.28,74.79,19.21,90.75,92.55,73.66,18.70,91.04,92.56,74.00,18.72,2124200.00,577300.00,523300.00,580500.00
2019-09-06,82.82,89.11,70.93,17.36,92.23,93.26,74.22,19.08,92.35,93.92,74.58,19.26,91.51,93.12,73.50,18.99,92.07,93.23,74.24,19.08,1397200.00,390100.00,469000.00,392600.00
2019-09-09,83.70,87.08,71.20,17.34,93.21,91.14,74.50,19.06,93.30,93.37,74.70,19.20,92.36,90.54,73.51,19.00,92.80,93.18,74.26,19.11,1480200.00,671200.00,415800.00,320400.00
2019-09-10,85.21,85.37,70.66,17.26,94.90,89.35,73.94,18.97,94.92,90.94,74.38,19.11,93.12,88.68,73.25,18.95,93.21,90.94,74.29,19.00,1611200.00,495300.00,484700.00,515900.00
2019-09-11,85.75,84.15,69.43,17.41,95.50,88.07,72.65,19.14,95.90,89.37,74.23,19.25,94.50,86.71,72.54,18.85,95.07,89.37,73.97,19.04,1826600.00,736300.00,857200.00,830400.00
2019-09-12,86.15,85.10,69.34,17.51,95.94,89.07,72.24,19.25,96.26,89.60,73.00,19.45,94.68,87.97,72.11,19.11,95.36,87.97,72.45,19.11,1477200.00,535300.00,914200.00,460700.00
2019-09-13,86.63,84.91,69.53,17.56,96.48,88.87,72.44,19.30,96.93,90.23,72.72,19.58,96.24,88.08,72.10,19.29,96.24,89.14,72.10,19.29,1584000.00,417100.00,638800.00,389100.00
2019-09-16,86.58,83.80,69.03,17.61,96.42,87.70,71.92,19.36,96.79,88.47,72.61,19.53,95.69,87.37,71.71,19.24,96.00,88.47,71.71,19.26,1197300.00,336500.00,582400.00,273800.00
2019-09-17,86.75,85.62,69.31,17.73,96.61,89.61,72.21,19.49,96.92,90.19,72.71,19.52,95.60,87.94,71.65,19.32,96.13,87.94,71.94,19.41,1322800.00,456700.00,528500.00,460500.00
2019-09-18,87.30,85.40,70.25,17.71,97.22,89.38,73.19,19.47,97.32,89.71,73.26,19.52,96.37,88.72,72.00,19.30,96.71,89.62,72.36,19.49,1474700.00,353400.00,721600.00,324700.00
2019-09-19,87.38,85.58,70.33,17.64,97.31,89.57,73.27,19.39,97.95,90.12,74.11,19.57,97.12,89.32,73.24,19.38,97.21,89.32,73.27,19.42,2212000.00,358700.00,621000.00,300800.00
2019-09-20,87.62,84.75,71.87,17.71,97.58,88.70,74.88,19.47,98.15,90.48,74.88,19.58,97.46,88.30,73.24,19.34,97.51,89.68,73.35,19.34,3115200.00,1505300.00,1769400.00,921100.00
2019-09-23,87.03,84.89,72.04,17.63,96.92,88.84,75.05,19.38,97.53,89.03,75.42,19.46,96.86,88.11,74.44,19.33,97.46,88.74,74.71,19.40,985400.00,258700.00,639500.00,272400.00
2019-09-24,86.31,85.20,72.73,17.43,96.12,89.17,75.77,19.16,97.32,90.19,76.31,19.40,95.79,88.69,75.01,19.07,97.02,88.93,75.05,19.40,2154500.00,329400.00,518500.00,525900.00
2019-09-25,87.19,85.79,72.64,17.43,97.10,89.79,75.68,19.16,97.51,89.99,76.07,19.30,95.84,88.95,75.38,19.11,96.00,89.18,75.71,19.11,2168500.00,292100.00,449900.00,389700.00
2019-09-26,87.12,85.68,72.05,17.70,97.02,89.67,75.06,19.46,97.30,89.77,76.05,19.66,96.57,88.76,74.78,19.13,97.28,89.56,75.68,19.13,1464000.00,339600.00,416500.00,1626300.00
2019-09-27,87.65,83.92,71.75,17.79,97.61,87.83,74.75,19.37,98.12,90.07,75.37,19.48,97.11,87.40,74.37,19.15,97.34,89.89,75.37,19.35,1370500.00,278000.00,390800.00,721500.00
2019-09-30,87.62,84.61,72.43,17.75,97.58,88.55,75.46,19.33,98.24,89.23,75.86,19.49,97.54,87.67,74.56,19.32,97.70,88.08,74.76,19.35,1452300.00,437900.00,463100.00,383900.00
2019-10-01,87.07,83.99,71.81,17.36,96.97,87.90,74.81,18.91,98.38,89.82,76.07,19.44,96.37,87.63,74.61,18.68,98.14,88.95,75.50,19.33,1827800.00,285200.00,413800.00,779100.00
2019-10-02,86.06,83.80,71.87,17.15,95.84,87.70,74.88,18.68,96.62,88.27,75.13,18.89,95.05,86.89,74.49,18.47,96.15,87.59,74.79,18.75,1636600.00,373600.00,358800.00,391500.00
2019-10-03,85.76,84.69,72.18,17.01,95.51,88.64,75.20,18.53,95.82,88.66,75.60,18.67,94.64,87.00,74.65,18.32,95.59,87.50,74.74,18.64,3024900.00,308200.00,474500.00,403500.00
2019-10-04,86.08,85.53,71.84,17.00,95.86,89.52,74.85,18.51,95.93,89.82,75.25,18.61,95.18,88.61,74.68,18.45,95.50,88.61,75.25,18.55,2976400.00,259500.00,424100.00,298400.00
2019-10-07,86.31,85.41,72.09,17.07,96.12,89.39,75.11,18.59,96.46,89.61,75.27,18.62,95.61,88.79,74.52,18.46,95.66,89.20,74.91,18.46,1344800.00,238000.00,317700.00,257300.00
2019-10-08,85.45,83.88,71.06,16.92,95.16,87.79,74.03,18.43,95.83,89.11,74.94,18.51,94.85,87.77,73.98,18.26,95.55,88.85,74.84,18.51,1584100.00,399000.00,546600.00,390100.00
2019-10-09,86.00,85.39,71.17,17.04,95.78,89.37,74.15,18.56,95.93,89.52,74.42,18.62,95.01,88.33,73.91,18.45,95.59,88.37,74.07,18.51,1313400.00,188900.00,659800.00,245600.00
2019-10-10,86.33,85.17,70.48,17.12,96.14,89.14,73.43,18.65,96.77,89.77,74.30,18.81,95.72,88.61,73.30,18.52,95.72,89.14,74.05,18.52,895800.00,250800.00,591200.00,233100.00
2019-10-11,87.08,84.33,70.08,17.32,96.98,88.26,73.01,18.86,97.58,89.83,73.98,18.95,96.73,88.17,72.87,18.65,96.84,89.47,73.76,18.72,2312500.00,304900.00,428000.00,371700.00
2019-10-15,86.95,83.66,69.68,17.30,96.83,87.56,72.60,18.84,97.53,88.66,73.18,18.95,96.79,87.27,72.56,18.62,97.29,88.00,73.11,18.82,1969800.00,474400.00,446100.00,400200.00
2019-10-16,87.30,83.53,68.74,17.57,97.22,87.42,71.62,19.14,97.48,87.53,72.57,19.21,96.89,85.99,71.43,18.76,96.91,87.37,72.52,18.85,1835200.00,386700.00,716200.00,380000.00
2019-10-17,87.00,83.79,68.63,17.36,96.89,87.69,71.50,18.91,97.39,88.08,72.14,19.15,96.45,87.20,71.41,18.91,97.34,87.48,71.90,19.15,1209300.00,613300.00,528200.00,378500.00
2019-10-18,86.97,83.62,68.36,17.53,96.86,87.52,71.22,19.09,97.25,88.31,71.96,19.24,96.64,87.14,71.13,18.83,97.24,88.31,71.96,18.83,1098700.00,362000.00,284800.00,437500.00
2019-10-21,87.48,84.02,68.55,17.50,97.42,87.93,71.42,19.06,97.62,87.93,71.58,19.13,96.97,86.81,71.02,18.94,97.05,87.79,71.38,19.11,1547500.00,557600.00,455500.00,271200.00
2019-10-22,87.65,83.27,67.93,17.58,97.61,87.15,70.77,19.15,98.08,89.00,71.56,19.47,97.57,87.04,70.77,19.05,97.63,87.96,71.56,19.05,1367000.00,229400.00,613100.00,417400.00
2019-10-23,87.74,82.98,67.04,17.50,97.71,86.85,69.85,19.06,97.92,87.67,71.00,19.21,97.41,86.61,69.83,18.98,97.66,87.00,70.81,19.10,5356400.00,389000.00,595400.00,255700.00
2019-10-24,87.56,83.83,66.44,17.56,97.51,87.74,69.22,19.13,98.08,88.03,69.95,19.31,97.23,86.30,69.16,19.03,98.00,86.30,69.95,19.05,3725200.00,385500.00,785600.00,284700.00
2019-10-25,88.09,82.51,66.80,17.60,98.10,86.35,69.60,19.17,98.40,87.52,69.81,19.23,97.18,86.30,68.80,19.11,97.25,87.52,69.10,19.12,3641900.00,397300.00,1068100.00,209100.00
2019-10-28,88.13,82.74,67.00,17.70,98.15,86.59,69.80,19.28,98.54,86.80,69.96,19.36,98.08,86.02,69.41,19.17,98.47,86.64,69.50,19.23,1091300.00,293900.00,309600.00,815300.00
2019-10-29,88.26,83.88,66.88,17.68,98.29,87.79,69.68,19.26,98.60,88.03,70.09,19.44,98.01,86.41,69.40,19.18,98.20,86.41,69.53,19.26,1177500.00,319400.00,592800.00,382500.00
2019-10-30,88.83,85.13,67.33,17.68,98.93,89.10,70.15,19.25,99.08,89.43,70.32,19.28,97.75,87.70,69.60,19.19,98.15,87.70,69.61,19.28,3689100.00,402800.00,201900.00,301200.00
2019-10-31,88.47,84.57,67.42,17.60,97.50,88.51,70.24,19.17,98.21,89.54,70.32,19.28,97.10,87.88,69.88,19.10,97.66,89.54,70.00,19.21,2773400.00,481900.00,448500.00,366000.00
2019-11-01,88.86,84.87,67.09,17.68,97.93,88.82,69.90,19.26,98.12,89.62,70.45,19.38,97.52,88.37,69.55,19.08,97.85,88.88,70.29,19.20,3260900.00,292400.00,428700.00,452700.00
2019-11-04,89.31,84.28,66.33,18.31,98.43,88.21,69.11,19.94,98.72,89.04,70.00,19.95,98.25,88.00,68.96,18.98,98.36,88.88,70.00,18.98,3377400.00,497700.00,504400.00,592100.00
2019-11-05,90.02,83.84,66.20,18.25,99.21,87.75,68.97,19.88,99.77,88.34,69.18,20.01,98.69,87.29,68.49,19.83,98.74,88.12,69.00,19.91,2921800.00,562200.00,444100.00,256400.00
2019-11-06,90.32,84.08,66.99,18.55,99.54,88.00,69.79,20.20,99.60,88.95,70.21,20.25,99.13,87.64,68.82,19.78,99.32,87.71,69.10,19.99,1785200.00,676800.00,373700.00,509700.00
2019-11-07,91.21,84.08,67.47,18.69,100.52,88.00,70.29,20.35,100.52,88.39,70.71,20.56,99.72,87.75,69.68,20.29,99.75,88.12,69.85,20.29,2226500.00,666800.00,376700.00,362300.00
2019-11-08,91.35,85.05,67.76,19.13,100.68,89.01,70.60,20.84,100.74,89.67,70.79,20.95,100.23,88.16,69.98,20.30,100.51,88.16,70.57,20.30,724300.00,554600.00,312200.00,449400.00
2019-11-11,91.17,86.83,67.49,18.95,100.48,90.88,70.31,20.64,100.52,92.03,70.89,20.91,100.16,89.52,70.12,20.62,100.25,89.59,70.55,20.73,1187700.00,638300.00,417700.00,389500.00
2019-11-12,91.28,86.32,67.49,19.22,100.60,90.34,70.31,20.93,100.67,91.03,70.68,21.12,100.18,89.93,70.18,20.54,100.40,90.73,70.32,20.57,2643800.00,917800.00,475500.00,571800.00
2019-11-13,91.03,87.74,68.01,19.37,100.32,91.83,70.86,21.10,100.55,92.09,71.44,21.18,100.03,90.31,70.11,20.71,100.17,90.31,71.33,20.87,2057400.00,585200.00,451200.00,398800.00
2019-11-14,91.60,88.29,66.50,19.25,100.95,92.40,69.28,20.97,100.97,92.49,71.18,21.15,100.32,91.65,69.27,20.95,100.55,91.84,71.11,21.09,1042500.00,603100.00,548700.00,381400.00
2019-11-15,91.95,89.03,66.88,19.18,101.34,93.18,69.68,20.89,101.70,93.22,70.07,21.09,100.66,92.00,69.30,20.86,101.03,92.61,69.34,21.02,1096600.00,705900.00,814900.00,407400.00
2019-11-18,91.99,89.68,67.37,19.40,101.38,93.86,70.19,21.13,101.39,93.92,70.36,21.16,100.89,92.93,69.55,20.84,101.19,92.93,69.55,20.84,1043700.00,560900.00,623500.00,265300.00
2019-11-19,91.96,90.69,67.44,19.28,101.35,94.92,70.26,21.00,101.68,95.08,70.73,21.23,101.04,93.83,69.86,20.86,101.55,93.93,70.32,21.11,1803200.00,571700.00,937100.00,800400.00
2019-11-20,92.06,91.33,67.64,19.13,101.46,95.10,70.47,20.83,101.92,95.40,71.08,21.07,100.96,93.99,70.07,20.79,101.15,94.54,70.20,20.96,1743400.00,289500.00,517300.00,333800.00
2019-11-21,91.81,91.43,67.90,19.15,101.18,95.21,70.74,20.86,101.60,96.34,71.05,20.90,101.01,94.86,70.38,20.71,101.57,94.93,70.52,20.79,1798900.00,1037700.00,512600.00,232000.00
2019-11-22,91.72,90.95,67.72,19.05,101.08,94.71,70.55,20.75,101.45,95.24,70.78,20.91,101.04,94.23,70.19,20.69,101.28,95.19,70.75,20.85,1166700.00,304500.00,518300.00,291700.00
2019-11-25,91.95,91.58,68.16,19.11,101.34,95.36,71.01,20.81,101.46,95.70,71.48,20.94,100.96,94.90,70.41,20.71,101.19,94.98,70.42,20.77,1844500.00,571700.00,476000.00,502000.00
2019-11-26,92.10,91.07,68.72,19.17,101.50,94.83,71.60,20.88,101.50,95.55,71.82,20.90,100.63,94.75,70.43,20.62,101.25,95.30,71.00,20.82,1640000.00,884500.00,1428200.00,1125400.00
2019-11-27,92.66,90.39,68.80,19.11,102.12,94.13,71.68,20.81,102.12,95.17,72.21,20.94,101.36,93.91,71.37,20.72,101.52,95.17,71.39,20.72,1343400.00,674400.00,550400.00,1068400.00
2019-11-28,92.82,89.75,69.14,19.13,102.29,93.46,72.03,20.84,102.46,94.30,72.23,20.92,102.07,93.40,71.64,20.72,102.10,94.18,71.75,20.72,445600.00,97000.00,307600.00,180800.00
2019-11-29,92.75,89.19,68.72,19.21,102.22,92.88,71.60,20.92,102.70,94.27,72.10,20.94,102.14,92.80,71.21,20.81,102.25,93.61,71.85,20.81,885800.00,294600.00,474700.00,333900.00
2019-12-02,91.38,89.47,68.95,19.02,100.71,93.17,71.84,20.71,102.42,93.83,72.10,20.95,100.57,92.23,71.29,20.69,102.30,92.85,71.57,20.84,2043600.00,591000.00,844000.00,506600.00
2019-12-03,89.44,88.81,69.16,19.26,98.57,92.48,72.05,20.98,99.83,93.55,72.16,21.03,97.51,92.30,70.89,20.34,99.70,93.04,71.74,20.61,3555000.00,332700.00,505800.00,958900.00
2019-12-04,90.00,88.29,68.68,19.19,99.19,91.94,71.55,20.90,99.87,92.58,72.29,21.03,98.97,91.47,71.38,20.88,98.99,92.50,71.96,20.96,1898000.00,677700.00,460200.00,545400.00
2019-12-05,90.42,89.09,68.86,19.34,99.65,92.77,71.74,21.06,99.75,92.93,72.12,21.07,98.91,91.89,71.20,20.90,99.36,91.91,71.54,20.90,2521500.00,302000.00,409100.00,340400.00
2019-12-06,90.85,90.31,69.20,20.18,100.12,94.04,72.10,21.98,100.44,94.19,72.75,22.24,99.81,93.06,71.96,21.27,100.00,93.08,72.00,21.34,1176400.00,292000.00,297500.00,559200.00
2019-12-09,90.48,90.07,69.07,20.11,99.72,93.79,71.96,21.90,100.14,94.64,72.23,22.19,99.45,93.59,71.77,21.82,99.96,93.59,71.89,21.92,1364900.00,326100.00,233800.00,456700.00
2019-12-10,90.76,90.33,69.01,19.86,100.02,94.06,71.90,21.63,100.47,94.17,72.30,21.78,98.92,93.46,71.72,21.54,99.51,93.66,71.96,21.76,1347000.00,502800.00,581200.00,308700.00
2019-12-11,90.70,90.53,68.81,19.78,99.96,94.27,71.69,21.54,100.42,95.03,72.20,21.77,99.75,93.84,71.34,21.50,99.85,94.13,71.94,21.63,1028300.00,404200.00,518000.00,742500.00
2019-12-12,91.24,90.40,67.70,19.79,100.55,94.14,70.22,21.55,100.76,94.87,71.59,21.67,99.85,93.97,69.86,21.33,99.93,94.21,71.25,21.54,1728400.00,516200.00,1054100.00,877600.00
2019-12-13,92.07,91.45,66.76,19.84,101.47,95.23,69.25,21.61,101.83,95.74,70.25,21.75,100.57,93.51,69.01,21.55,100.75,94.05,69.91,21.58,2114500.00,383800.00,620200.00,1182400.00
2019-12-16,92.32,91.67,66.93,20.00,101.74,95.46,69.42,21.78,102.20,95.69,69.61,22.02,101.57,95.19,69.17,21.69,101.67,95.38,69.18,21.70,1180600.00,252300.00,292600.00,624900.00
2019-12-17,92.55,92.00,66.81,20.12,102.00,95.80,69.30,21.91,102.20,96.12,69.65,21.94,101.19,95.26,69.12,21.64,101.72,95.32,69.51,21.80,1287800.00,371000.00,508200.00,495800.00
